PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Brown, AM; Sundararaman, R; Narang, P; Goddard, WA; Atwater, HA				Brown, Ana M.; Sundararaman, Ravishankar; Narang, Prineha; Goddard, William A., III; Atwater, Harry A.			Nonradiative Plasmon Decay and Hot Carrier Dynamics: Effects of Phonons, Surfaces, and Geometry	ACS NANO			English	Article						surface plasmons; hot carriers; transport; resistivity; dielectric response; density functional theory	OPTICAL-PROPERTIES; GENERATION; OXIDE	The behavior of metals across a broad frequency range from microwave to ultraviolet frequencies is of interest in plasmonics, nanophotonics, and metamaterials. Depending on the frequency, losses of collective excitations in metals can be predominantly classical resistive effects or Landau damping. In this context, we present first principles calculations that capture all of the significant microscopic mechanisms underlying surface plasmon decay and predict the initial excited carrier distributions so generated. Specifically, we include ab initio predictions of phonon-assisted optical excitations in metals, which are critical to bridging the frequency range between resistive losses at low frequencies and direct interband transitions at high frequencies. In the commonly used plasmonic materials, gold, silver, copper, and aluminum, we find that resistive losses compete with phonon-assisted carrier generation below the interband threshold, but hot carrier generation via direct transitions dominates above threshold. Finally, we predict energy-dependent lifetimes and mean free paths of hot carriers, accounting for electron electron and electron-phonon scattering, to provide insight toward transport of plasmonically generated carriers at the nanoscale.	[Brown, Ana M.; Narang, Prineha; Atwater, Harry A.] CALTECH, Thomas J Watson Labs Appl Phys, 1200 East Calif Blvd, Pasadena, CA 91125 USA; [Sundararaman, Ravishankar; Narang, Prineha; Goddard, William A., III; Atwater, Harry A.] CALTECH, Joint Ctr Artificial Photosynthesis, 1200 East Calif Blvd, Pasadena, CA 91125 USA; [Goddard, William A., III] CALTECH, Mat & Proc Simulat Ctr, 1200 East Calif Blvd, Pasadena, CA 91125 USA	Narang, P; Atwater, HA (corresponding author), CALTECH, Thomas J Watson Labs Appl Phys, 1200 East Calif Blvd, Pasadena, CA 91125 USA.; Sundararaman, R; Narang, P; Atwater, HA (corresponding author), CALTECH, Joint Ctr Artificial Photosynthesis, 1200 East Calif Blvd, Pasadena, CA 91125 USA.	shankars@caltech.edu; prineha@caltech.edu; haa@caltech.edu	Sundararaman, Ravishankar/F-6998-2015; Atwater, Harry A/H-2823-2014	Sundararaman, Ravishankar/0000-0002-0625-4592; Atwater, Harry A/0000-0001-9435-0201	Office of Science of the U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-SC0004993, DE-AC02-05CH11231]; National Science FoundationNational Science Foundation (NSF); Resnick Sustainability Institute; Link Foundation; DOE Light-Material Interactions in Energy Conversion Energy Frontier Research CenterUnited States Department of Energy (DOE) [DE-SC0001293]	This material is based upon work performed by the Joint Center for Artificial Photosynthesis, a DOE Energy Innovation Hub, supported through the Office of Science of the U.S. Department of Energy under Award Number DE-SC0004993. Calculations in this work used the National Energy Research Scientific Computing Center, a DOE Office of Science User Facility supported by the Office of Science of the U.S. Department of Energy under Contract No. DE-AC02-05CH11231. P.N. is supported by a National Science Foundation Graduate Research Fellowship and by the Resnick Sustainability Institute. A.B. is supported by a National Science Foundation Graduate Research Fellowship, a Link Foundation Energy Fellowship, and the DOE Light-Material Interactions in Energy Conversion Energy Frontier Research Center (DE-SC0001293).		44	227	229	34	301	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	1936-0851	1936-086X		ACS NANO	ACS Nano	JAN	2016	10	1					957	966		10.1021/acsnano.5b06199			10	Chemistry, Multidisciplinary; Chemistry, Physical; Nanoscience & Nanotechnology; Materials Science, Multidisciplinary	Chemistry; Science & Technology - Other Topics; Materials Science	DC3JO	WOS:000369115800104	26654729		Y	N	2020-09-09	
S	Salama, M; Baranec, C; Jensen-Clem, R; Riddle, R; Duev, D; Kulkarni, S; Law, NM		Marchetti, E; Close, LM; Veran, JP		Salama, Maissa; Baranec, Christoph; Jensen-Clem, Rebecca; Riddle, Reed; Duev, Dmitry; Kulkarni, Shrinivas; Law, Nicholas M.			Robo-AO Kitt Peak: Status of the system and deployment of a sub-electron readnoise IR camera to detect low-mass companions	ADAPTIVE OPTICS SYSTEMS V	Proceedings of SPIE		English	Proceedings Paper	Conference on Adaptive Optics Systems V	JUN 26-JUL 01, 2016	Edinburgh, SCOTLAND	SPIE		Adaptive Optics; Optimizations; IR camera; SAPHIRA	ADAPTIVE OPTICS; TELESCOPE	We have started an initial three-year deployment of Robo-AO at the 2.1-m telescope at Kitt Peak, Arizona as of November 2015. We report here on the project status and two new developments with the Robo-AO KP system: the commissioning of a sub-electron readnoise SAPHIRA near-infrared camera, which will allow us to widen the scope of possible targets to low-mass stellar and substellar objects; and, performance analysis and tuning of the adaptive optics system, which will improve the sensitivity to these objects. Commissioning of the near-infrared camera and optimizing the AO performance occur in parallel with ongoing visible-light science programs.	[Salama, Maissa; Baranec, Christoph] Univ Hawaii Manoa, Inst Astron, Honolulu, HI 96822 USA; [Jensen-Clem, Rebecca; Riddle, Reed; Duev, Dmitry; Kulkarni, Shrinivas] CALTECH, Dept Astrophys, Pasadena, CA 91125 USA; [Law, Nicholas M.] Univ North Carolina Chapel Hill, Dept Phys & Astron, Chapel Hill, NC 27599 USA	Salama, M (corresponding author), Univ Hawaii Manoa, Inst Astron, Honolulu, HI 96822 USA.	msalama@ifa.hawaii.edu	Duev, Dmitry/AAI-9214-2020	Duev, Dmitry/0000-0001-5060-8733				13	9	9	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-0198-7	PROC SPIE			2016	9909								UNSP 99091A	10.1117/12.2233741			15	Optics; Physics, Applied	Optics; Physics	BG2JZ	WOS:000387429700039		Green Accepted			2020-09-09	
S	Witzel, G; Lu, JR; Ghez, AM; Martinez, GD; Fitzgerald, MP; Britton, M; Sitarski, BN; Do, T; Campbell, RD; Service, M; Matthews, K; Morris, MR; Becklin, EE; Wizinowich, PL; Ragland, S; Doppmann, G; Neyman, C; Lyke, J; Kassis, M; Rizzi, L; Lilley, S; Rampy, R		Marchetti, E; Close, LM; Veran, JP		Witzel, Gunther; Lu, Jessica R.; Ghez, Andrea M.; Martinez, Gregory D.; Fitzgerald, Michael P.; Britton, Matthew; Sitarski, Breann N.; Tuan Do; Campbell, Randall D.; Service, Maxwell; Matthews, Keith; Morris, Mark R.; Becklin, E. E.; Wizinowich, Peter L.; Ragland, Sam; Doppmann, Greg; Neyman, Chris; Lyke, James; Kassis, Marc; Rizzi, Luca; Lilley, Scott; Rampy, Rachel			The AIROPA software package - Milestones for testing general relativity in the strong gravity regime with AO	ADAPTIVE OPTICS SYSTEMS V	Proceedings of SPIE		English	Proceedings Paper	Conference on Adaptive Optics Systems V	JUN 26-JUL 01, 2016	Edinburgh, SCOTLAND	SPIE		Near-infrared; Galactic Center; Astrometry; Photometry; PSF-R; General Relativity; PSF-fitting; Keck Observatory; NIRC2; Phase Diversity; Atmospheric Anisoplanatism		General relativity can be tested in the strong gravity regime by monitoring stars orbiting the supermassive black hole at the Galactic Center with adaptive optics. However, the limiting source of uncertainty is the spatial PSF variability due to atmospheric anisoplanatism and instrumental aberrations. The Galactic Center Group at UCLA has completed a project developing algorithms to predict PSF variability for Keck AO images. We have created a new software package (AIROPA), based on modified versions of StarFinder and Arroyo, that takes atmospheric turbulence profiles, instrumental aberration maps, and images as inputs and delivers improved photometry and astrometry on crowded fields. This software package will be made publicly available soon.	[Witzel, Gunther; Ghez, Andrea M.; Martinez, Gregory D.; Fitzgerald, Michael P.; Sitarski, Breann N.; Tuan Do; Morris, Mark R.; Becklin, E. E.] Univ Calif Los Angeles, Dept Phys & Astron, 430 Portola Plaza, Los Angeles, CA 90095 USA; [Lu, Jessica R.; Service, Maxwell] Univ Hawaii, Inst Astron, 2680 Woodlawn Dr, Honolulu, HI 96822 USA; [Campbell, Randall D.; Wizinowich, Peter L.; Ragland, Sam; Doppmann, Greg; Neyman, Chris; Lyke, James; Kassis, Marc; Rizzi, Luca; Lilley, Scott; Rampy, Rachel] WM Keck Observ, 68-1120 Mamalahoa Hwy, Kamuela, HI 96743 USA; [Matthews, Keith] CALTECH, Div Phys Math & Astron, Pasadena, CA 91125 USA; [Britton, Matthew] Aerosp Corp, El Segundo, CA 90245 USA	Witzel, G (corresponding author), Univ Calif Los Angeles, Dept Phys & Astron, 430 Portola Plaza, Los Angeles, CA 90095 USA.	witzel@astro.ucla.edu	Fitzgerald, Michael/C-2642-2009	Fitzgerald, Michael/0000-0002-0176-8973				8	8	8	0	1	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-0198-7	PROC SPIE			2016	9909								UNSP 99091O	10.1117/12.2233872			13	Optics; Physics, Applied	Optics; Physics	BG2JZ	WOS:000387429700051		Green Accepted			2020-09-09	
S	Wright, SA; Walth, G; Do, T; Marshall, D; Larkin, JE; Moore, AM; Adamkovics, M; Andersen, D; Armus, L; Barth, A; Cote, P; Cooke, J; Chisholm, EM; Davidge, T; Dunn, JS; Dumas, C; Ellerbroeck, BL; Ghez, AM; Hao, L; Hayano, Y; Liu, M; Lopez-Rodriguez, E; Lu, JR; Mao, S; Marois, C; Pandey, SB; Philips, AC; Schoeck, M; Subramaniam, A; Subramanian, S; Suzuki, R; Tan, JC; Terai, T; Treu, T; Simard, L; Weiss, JL; Wincensten, J; Wong, M; Zhang, K		Marchetti, E; Close, LM; Veran, JP		Wright, Shelley A.; Walth, Gregory; Tuan Do; Marshall, Daniel; Larkin, James E.; Moore, Anna M.; Adamkovics, Mate; Andersen, David; Armus, Lee; Barth, Aaron; Cote, Patrick; Cooke, Jeff; Chisholm, Eric M.; Davidge, Timothy; Dunn, Jennifer S.; Dumas, Christophe; Ellerbroeck, Brent L.; Ghez, Andrea M.; Hao, Lei; Hayano, Yutaka; Liu, Michael; Lopez-Rodriguez, Enrique; Lu, Jessica R.; Mao, Shude; Marois, Christian; Pandey, Shashi B.; Philips, Andrew C.; Schoeck, Matthias; Subramaniam, Annapurni; Subramanian, Smitha; Suzuki, Ryuji; Tan, Jonathan C.; Terai, Tsuyoshi; Treu, Tommaso; Simard, Luc; Weiss, Jason L.; Wincensten, James; Wong, Michael; Zhang, Kai			The InfraRed Imaging Spectrograph (IRIS) for TMT: latest science cases and simulations	ADAPTIVE OPTICS SYSTEMS V	Proceedings of SPIE		English	Proceedings Paper	Conference on Adaptive Optics Systems V	JUN 26-JUL 01, 2016	Edinburgh, SCOTLAND	SPIE		Infrared Imaging; Infrared Spectroscopy; Integral Field Spectrographs; Adaptive Optics; Data Simulator; Giant Segmented Mirror Telescopes	SUPERMASSIVE BLACK-HOLE; SUPERLUMINOUS SUPERNOVAE; EVOLUTION; MODELS; RADIO; II.; IO	The Thirty Meter Telescope (TMT) first light instrument IRIS (Infrared Imaging Spectrograph) will complete its preliminary design phase in 2016. The IRIS instrument design includes a near-infrared (0.85 - 2.4 micron) integral field spectrograph (IFS) and imager that are able to conduct simultaneous diffraction-limited observations behind the advanced adaptive optics system NFIRAOS. The IRIS science cases have continued to be developed and new science studies have been investigated to aid in technical performance and design requirements. In this development phase, the IRIS science team has paid particular attention to the selection of filters, gratings, sensitivities of the entire system, and science cases that will bene fit from the parallel mode of the IFS and imaging camera. We present new science cases for IRIS using the latest end-to-end data simulator on the following topics: Solar System bodies, the Galactic center, active galactic nuclei (AGN), and distant gravitationally-lensed galaxies. We then briefly discuss the necessity of an advanced data management system and data reduction pipeline.	[Wright, Shelley A.; Walth, Gregory; Marshall, Daniel] Univ Calif San Diego, Dept Phys, San Diego, CA 92039 USA; [Wright, Shelley A.; Walth, Gregory; Marshall, Daniel] Univ Calif San Diego, Ctr Astrophys & Space Sci, San Diego, CA 92039 USA; [Tuan Do; Larkin, James E.; Ghez, Andrea M.; Treu, Tommaso; Weiss, Jason L.] Univ Calif Los Angeles, Dept Phys & Astron, Los Angeles, CA 90095 USA; [Moore, Anna M.; Wincensten, James] Caltech Opt Observ, 1200 E California Blvd, Pasadena, CA 91125 USA; [Adamkovics, Mate; Wong, Michael] Univ Calif Berkeley, Dept Astron, Berkeley, CA 94720 USA; [Andersen, David; Cote, Patrick; Davidge, Timothy; Dunn, Jennifer S.; Schoeck, Matthias] Natl Res Council Canada, Victoria, BC V9E 2E7, Canada; [Armus, Lee] CALTECH, Infrared Proc & Anal Ctr, Pasadena, CA 91125 USA; [Barth, Aaron] Univ Calif Irvine, Dept Phys & Astron, Irvine, CA 92697 USA; [Cooke, Jeff] Swinburne Univ Technol, Ctr Astrophys & Supercomp, Hawthorn, Vic 3122, Australia; [Chisholm, Eric M.; Dumas, Christophe; Ellerbroeck, Brent L.; Schoeck, Matthias] Thirty Meter Telescope Observ Corp, Pasadena, CA 91105 USA; [Hao, Lei] Shanghai Astron Observ, Shanghai 200030, Peoples R China; [Hayano, Yutaka; Suzuki, Ryuji; Terai, Tsuyoshi] Natl Astron Observ Japan, Mitaka, Tokyo 1818588, Japan; [Liu, Michael; Lu, Jessica R.] Univ Hawaii, Inst Astron, Honolulu, HI 96822 USA; [Lopez-Rodriguez, Enrique] Univ Texas Austin, Dept Astron, Austin, TX 78712 USA; [Lopez-Rodriguez, Enrique] Univ Texas Austin, McDonald Observ, Austin, TX 78712 USA; [Mao, Shude] Chinese Acad Sci, Natl Astron Observ, Beijing 100012, Peoples R China; [Pandey, Shashi B.] Aryabhatta Res Inst Observ Sci, Manora Pk, Naini Tal, Uttarakhand, India; [Philips, Andrew C.] Univ Calif Observ, Santa Cruz, CA USA; [Subramaniam, Annapurni] Indian Inst Astrophys, 2 Block Koramangala, Bangalore 560034, Karnataka, India; [Subramanian, Smitha] Peking Univ, Kavli Inst Astron & Astrophys, Beijing 100871, Peoples R China; [Subramanian, Smitha] Peking Univ, Dept Astron, Beijing 100871, Peoples R China; [Tan, Jonathan C.] Univ Florida, Dept Phys & Astron, Gainesville, FL 32611 USA; [Zhang, Kai] Nanjing Inst Astron Opt & Technol, Natl Astron Observ, Nanjing, Jiangsu, Peoples R China	Wright, SA (corresponding author), Univ Calif San Diego, Dept Phys, San Diego, CA 92039 USA.; Wright, SA (corresponding author), Univ Calif San Diego, Ctr Astrophys & Space Sci, San Diego, CA 92039 USA.	saw@physics.ucsd.edu		Moore, Anna/0000-0002-2894-6936; Treu, Tommaso/0000-0002-8460-0390; Walth, Gregory/0000-0002-6313-6808; Armus, Lee/0000-0003-3498-2973				45	3	3	0	6	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-0198-7	PROC SPIE			2016	9909								UNSP 990905	10.1117/12.2233182			15	Optics; Physics, Applied	Optics; Physics	BG2JZ	WOS:000387429700004		Green Accepted, Green Published			2020-09-09	
S	Ziegler, C; Law, NM; Baranec, C; Morton, T; Riddle, R; Atkinson, D; Nofi, L		Marchetti, E; Close, LM; Veran, JP		Ziegler, Carl; Law, Nicholas M.; Baranec, Christoph; Morton, Tim; Riddle, Reed; Atkinson, Dani; Nofi, Larissa			The Robo-AO KOI Survey: laser adaptive optics imaging of every Kepler exoplanet candidate	ADAPTIVE OPTICS SYSTEMS V	Proceedings of SPIE		English	Proceedings Paper	Conference on Adaptive Optics Systems V	JUN 26-JUL 01, 2016	Edinburgh, SCOTLAND	SPIE		binaries: close; instrumentation: adaptive optics; techniques: high angular resolution; methods: data analysis; methods: observational	SOLAR-TYPE STARS; STELLAR MULTIPLICITY; HABITABLE PLANETS; HOST STARS; TELESCOPE; SYSTEMS; COMPANIONS; VALIDATION; MISSION; ORBITS	The Robo-AO Kepler Planetary Candidate Survey is observing every Kepler planet candidate host star (KOI) with laser adaptive optics imaging to hunt for blended nearby stars which may be physically associated companions. With the unparalleled efficiency provided by the first fully robotic adaptive optics system, we perform the critical search for nearby stars (0.15" to 4.0" separation with contrasts up to 6 magnitudes) that dilute the observed planetary transit signal, contributing to inaccurate planetary characteristics or astrophysical false positives. We present 3313 high resolution observations of Kepler planetary hosts from 2012-2015, discovering 479 nearby stars. We measure an overall nearby star probability rate of 14.5 +/- 0.8%. With this large data set, we are uniquely able to explore broad correlations between multiple star systems and the properties of the planets which they host, providing insight into the formation and evolution of planetary systems in our galaxy. Several KOIs of particular interest will be discussed, including possible quadruple star systems hosting planets and updated properties for possible rocky planets orbiting with in their star's habitable zone.	[Ziegler, Carl; Law, Nicholas M.] Univ North Carolina Chapel Hill, Dept Phys & Astron, Chapel Hill, NC 27599 USA; [Baranec, Christoph; Atkinson, Dani; Nofi, Larissa] Univ Hawaii Manoa, Inst Astron, Hilo, HI 96720 USA; [Morton, Tim] Princeton Univ, Dept Astrophys Sci, Princeton, NJ 08544 USA; [Riddle, Reed] CALTECH, Div Phys Math & Astron, Pasadena, CA 91125 USA	Ziegler, C (corresponding author), Univ North Carolina Chapel Hill, Dept Phys & Astron, Chapel Hill, NC 27599 USA.	carlziegler@unc.edu						63	4	4	0	0	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-0198-7	PROC SPIE			2016	9909								UNSP 99095U	10.1117/12.2231185			17	Optics; Physics, Applied	Optics; Physics	BG2JZ	WOS:000387429700166		Green Accepted			2020-09-09	
J	Schumann, GJP; Andreadis, KM				Schumann, Guy J. -P.; Andreadis, Konstantinos M.			A Method to Assess Localized Impact of Better Floodplain Topography on Flood Risk Prediction	ADVANCES IN METEOROLOGY			English	Article								Many studies have highlighted the need for a higher accuracy global digital elevation model (DEM), mainly in river floodplains and deltas and along coastlines. In this paper, we present a method to infer the impact of a better DEM on applications and science using the Lower Zambezi basin as a use case. We propose an analysis based on a targeted observation algorithm to evaluate potential data acquisition subregions in terms of their impact on the prediction of flood risk over the entire study area. Consequently, it becomes trivial to rank these subregions in terms of their contribution to the overall accuracy of flood prediction. The improvement from better topography data may be expressed in terms of economic output and population affected, providing a multifaceted assessment of the value of acquiring better elevation data. Our results highlight the notion that having higher resolution measurements would improve our current large-scale flood inundation prediction capabilities in the Lower Zambezi by at least 30% and significantly reduce the number of people affected as well as the economic loss associated with high magnitude flooding. We believe this procedure to be simple enough to be applied to other regions where high quality topographic and hydrodynamic data are currently unavailable.	[Schumann, Guy J. -P.] Remote Sensing Solut Inc, Monrovia, CA 91016 USA; [Schumann, Guy J. -P.] Univ Bristol, Sch Geog Sci, Bristol BS8 1SS, Avon, England; [Andreadis, Konstantinos M.] CALTECH, NASA, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Schumann, GJP (corresponding author), Remote Sensing Solut Inc, Monrovia, CA 91016 USA.; Schumann, GJP (corresponding author), Univ Bristol, Sch Geog Sci, Bristol BS8 1SS, Avon, England.	gjpschumann@gmail.com	Schumann, Guy/V-8342-2017	Schumann, Guy/0000-0003-0968-7198	NASA THP grant [13-THP13-0042]	G. J.-P. Schumann and K. M. Andreadis' time was supported by a NASA THP grant (13-THP13-0042). Part of this research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration (NASA).		17	1	1	1	10	HINDAWI LTD	LONDON	ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, W1T 5HF, ENGLAND	1687-9309	1687-9317		ADV METEOROL	Adv. Meteorol.		2016	2016								6408319	10.1155/2016/6408319			8	Meteorology & Atmospheric Sciences	Meteorology & Atmospheric Sciences	DQ2TV	WOS:000379056900001		DOAJ Gold			2020-09-09	
S	Lahouti, F; Hassibi, B		Lee, DD; Sugiyama, M; Luxburg, UV; Guyon, I; Garnett, R		Lahouti, Farshad; Hassibi, Babak			Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing	ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 29 (NIPS 2016)	Advances in Neural Information Processing Systems		English	Proceedings Paper	30th Conference on Neural Information Processing Systems (NIPS)	2016	Barcelona, SPAIN					Digital crowdsourcing (CS) is a modern approach to perform certain large projects using small contributions of a large crowd. In CS, a taskmaster typically breaks down the project into small batches of tasks and assigns them to so-called workers with imperfect skill levels. The crowdsourcer then collects and analyzes the results for inference and serving the purpose of the project. In this work, the CS problem, as a human-in-the-loop computation problem, is modeled and analyzed in an information theoretic rate-distortion framework. The purpose is to identify the ultimate fidelity that one can achieve by any form of query from the crowd and any decoding (inference) algorithm with a given budget. The results are established by a joint source channel (de)coding scheme, which represent the query scheme and inference, over parallel noisy channels, which model workers with imperfect skill levels. We also present and analyze a query scheme dubbed k-ary incidence coding and study optimized query pricing in this setting.	[Lahouti, Farshad; Hassibi, Babak] CALTECH, Elect Engn Dept, Pasadena, CA 91125 USA	Lahouti, F (corresponding author), CALTECH, Elect Engn Dept, Pasadena, CA 91125 USA.	lahouti@caltech.edu; hassibi@caltech.edu						13	0	0	0	0	NEURAL INFORMATION PROCESSING SYSTEMS (NIPS)	LA JOLLA	10010 NORTH TORREY PINES RD, LA JOLLA, CALIFORNIA 92037 USA	1049-5258			ADV NEUR IN			2016	29												9	Computer Science, Artificial Intelligence	Computer Science	BM0PG	WOS:000458973702020					2020-09-09	
S	Vinayak, RK; Hassibi, B		Lee, DD; Sugiyama, M; Luxburg, UV; Guyon, I; Garnett, R		Vinayak, Ramya Korlakai; Hassibi, Babak			Crowdsourced Clustering: Querying Edges vs Triangles	ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 29 (NIPS 2016)	Advances in Neural Information Processing Systems		English	Proceedings Paper	30th Conference on Neural Information Processing Systems (NIPS)	2016	Barcelona, SPAIN					We consider the task of clustering items using answers from non-expert crowd workers. In such cases, the workers are often not able to label the items directly, however, it is reasonable to assume that they can compare items and judge whether they are similar or not. An important question is what queries to make, and we compare two types: random edge queries, where a pair of items is revealed, and random triangles, where a triple is. Since it is far too expensive to query all possible edges and/or triangles, we need to work with partial observations subject to a fixed query budget constraint. When a generative model for the data is available (and we consider a few of these) we determine the cost of a query by its entropy; when such models do not exist we use the average response time per query of the workers as a surrogate for the cost. In addition to theoretical justification, through several simulations and experiments on two real data sets on Amazon Mechanical Turk, we empirically demonstrate that, for a fixed budget, triangle queries uniformly outperform edge queries. Even though, in contrast to edge queries, triangle queries reveal dependent edges, they provide more reliable edges and, for a fixed budget, many more of them. We also provide a sufficient condition on the number of observations, edge densities inside and outside the clusters and the minimum cluster size required for the exact recovery of the true adjacency matrix via triangle queries using a convex optimization-based clustering algorithm.	[Vinayak, Ramya Korlakai; Hassibi, Babak] CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA	Vinayak, RK (corresponding author), CALTECH, Dept Elect Engn, Pasadena, CA 91125 USA.	ramya@caltech.edu; hassibi@systems.caltech.edu						29	0	0	0	0	NEURAL INFORMATION PROCESSING SYSTEMS (NIPS)	LA JOLLA	10010 NORTH TORREY PINES RD, LA JOLLA, CALIFORNIA 92037 USA	1049-5258			ADV NEUR IN			2016	29												9	Computer Science, Artificial Intelligence	Computer Science	BM0PG	WOS:000458973704024					2020-09-09	
S	Zheng, S; Yue, YS; Lucey, P		Lee, DD; Sugiyama, M; Luxburg, UV; Guyon, I; Garnett, R		Zheng, Stephan; Yue, Yisong; Lucey, Patrick			Generating Long-term Trajectories Using Deep Hierarchical Networks	ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 29 (NIPS 2016)	Advances in Neural Information Processing Systems		English	Proceedings Paper	30th Conference on Neural Information Processing Systems (NIPS)	2016	Barcelona, SPAIN					We study the problem of modeling spatiotemporal trajectories over long time horizons using expert demonstrations. For instance, in sports, agents often choose action sequences with long-term goals in mind, such as achieving a certain strategic position. Conventional policy learning approaches, such as those based on Markov decision processes, generally fail at learning cohesive long-term behavior in such high-dimensional state spaces, and are only effective when fairly myopic decision-making yields the desired behavior. The key difficulty is that conventional models are "single-scale" and only learn a single state-action policy. We instead propose a hierarchical policy class that automatically reasons about both long-term and short-term goals, which we instantiate as a hierarchical neural network. We showcase our approach in a case study on learning to imitate demonstrated basketball trajectories, and show that it generates significantly more realistic trajectories compared to non-hierarchical baselines as judged by professional sports analysts.	[Zheng, Stephan; Yue, Yisong] CALTECH, Pasadena, CA 91125 USA; [Lucey, Patrick] STATS, Chicago, IL USA	Zheng, S (corresponding author), CALTECH, Pasadena, CA 91125 USA.	stzheng@caltech.edu; yyue@caltech.edu; plucey@stats.com			NSFNational Science Foundation (NSF) [1564330]	This research was supported in part by NSF Award #1564330, and a GPU donation (Tesla K40 and Titan X) by NVIDIA.		17	0	0	0	1	NEURAL INFORMATION PROCESSING SYSTEMS (NIPS)	LA JOLLA	10010 NORTH TORREY PINES RD, LA JOLLA, CALIFORNIA 92037 USA	1049-5258			ADV NEUR IN			2016	29												9	Computer Science, Artificial Intelligence	Computer Science	BM0PG	WOS:000458973704045					2020-09-09	
S	Brooks, CB; Kidder, B; Grigas, M; Griesmann, U; Wilson, DW; Muller, RE; Jaffe, DT		Navarro, R; Burge, JH		Brooks, Cynthia B.; Kidder, Benjamin; Grigas, Michelle; Griesmann, Ulf; Wilson, Daniel W.; Muller, Richard E.; Jaffe, Daniel T.			Process improvements in the production of silicon immersion gratings	ADVANCES IN OPTICAL AND MECHANICAL TECHNOLOGIES FOR TELESCOPES AND INSTRUMENTATION II	Proceedings of SPIE		English	Proceedings Paper	Conference on Advances in Optical and Mechanical Technologies for Telescopes and Instrumentation II	JUN 26-JUL 01, 2016	Edinburgh, UNITED KINGDOM	SPIE		Immersion; diffraction; gratings; infrared; spectroscopy; lithography; silicon		We have explored a number of lithographic techniques and improvements to produce the resist lines that then define the grating groove edges of silicon immersion gratings. In addition to our lithographic process using contact printing with photomasks, which is our primary technique for the production of immersion gratings, we explored two alternative fabrication methods, direct-write electron beam and photo-lithography. We have investigated the application of antireflection (AR) coatings during our contact printing lithography method to reduce the effect of Fizeau fringes produced by the contact of the photomask on the photoresist surface. This AR coating reduces the amplitude of the periodic errors by a factor of 1.5. Electron beam (e-beam) patterning allows us to manufacture gratings that can be used in first order, with groove spacing down to 0.5 micrometer or smaller (2,000 grooves/mm), but could require significant e-beam write times of up to one week to pattern a full-sized grating. The University of Texas at Austin silicon diffractive optics group is working with Jet Propulsion Laboratory to develop an alternate e-beam method that employs chromium liftoff to reduce the write time by a factor of 10. We are working with the National Institute of Standards and Technology using laser writing to explore the possibility of creating very high quality gratings without the errors introduced during the contact-printing step. Both e-beam and laser patterning bypass the contact photolithography step and directly write the lines in photoresist on our silicon substrates, but require increased cost, time, and process complexity.	[Brooks, Cynthia B.; Kidder, Benjamin; Grigas, Michelle; Jaffe, Daniel T.] Univ Texas Austin, Austin, TX 78712 USA; [Griesmann, Ulf] Natl Inst Stand & Technol, Gaithersburg, MD 20899 USA; [Wilson, Daniel W.; Muller, Richard E.] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Brooks, CB (corresponding author), Univ Texas Austin, Austin, TX 78712 USA.							7	3	3	0	2	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X		978-1-5106-0203-8; 978-1-5106-0204-5	PROC SPIE			2016	9912		1						UNSP 99123Z	10.1117/12.2233388			12	Instruments & Instrumentation; Optics	Instruments & Instrumentation; Optics	BG2XH	WOS:000387747900120					2020-09-09	
