PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Taylor, AJ; Singletary, A; Yue, YS; Ames, AD				Taylor, Andrew J.; Singletary, Andrew; Yue, Yisong; Ames, Aaron D.			A Control Barrier Perspective on Episodic Learning via Projection-to-State Safety	IEEE CONTROL SYSTEMS LETTERS			English	Article						Machine learning; Lyapunov methods; uncertain systems	QUADRATIC PROGRAMS	In this letter we seek to quantify the ability of learning to improve safety guarantees endowed by Control Barrier Functions (CBFs). In particular, we investigate how model uncertainty in the time derivative of a CBF can be reduced via learning, and how this leads to stronger statements on the safe behavior of a system. To this end, we build upon the idea of Input-to-State Safety (ISSf) to define Projection-to-State Safety (PSSf), which characterizes degradation in safety in terms of a projected disturbance. This enables the direct quantification of both how learning can improve safety guarantees, and how bounds on learning error translate to bounds on degradation in safety. We demonstrate that a practical episodic learning approach can use PSSf to reduce uncertainty and improve safety guarantees in simulation and experimentally.	[Taylor, Andrew J.; Yue, Yisong] CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA; [Singletary, Andrew; Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA	Taylor, AJ (corresponding author), CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA.	ajtaylor@caltech.edu; asinglet@caltech.edu; yyue@caltech.edu; ames@caltech.edu		Taylor, Andrew/0000-0002-5990-590X; Ames, Aaron/0000-0003-0848-3177	Defense Advanced Research Projects AgencyUnited States Department of DefenseDefense Advanced Research Projects Agency (DARPA) [HR00111890035, NNN12AA01C]	This work was supported by Defense Advanced Research Projects Agency under Award HR00111890035 and Award NNN12AA01C. Recommended by Senior Editor G. Cherubini.		24	0	0	10	10	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					1019	1024		10.1109/LCSYS.2020.3009082			6	Automation & Control Systems	Automation & Control Systems	MT3RP	WOS:000554885800002		Green Accepted			2020-09-09	
J	Batkovic, I; Rosolia, U; Zanon, M; Falcone, P				Batkovic, Ivo; Rosolia, Ugo; Zanon, Mario; Falcone, Paolo			A Robust Scenario MPC Approach for Uncertain Multi-Modal Obstacles	IEEE CONTROL SYSTEMS LETTERS			English	Article						Autonomous vehicles; uncertain systems; predictive control for nonlinear systems	MODEL-PREDICTIVE CONTROL; REACHABILITY ANALYSIS; NONLINEAR-SYSTEMS; VEHICLES	Motion planning and control algorithms for autonomous vehicles need to be safe, and consider future movements of other road users to ensure collision-free trajectories. In this letter, we present a control scheme based on Model Predictive Control (MPC) with robust constraint satisfaction where the constraint uncertainty, stemming from the road users' behavior, is multimodal. The method combines ideas from tube-based and scenario-based MPC strategies in order to approximate the expected cost and to guarantee robust state and input constraint satisfaction. In particular, we design a feedback policy that is a function of the disturbance mode and allows the controller to take less conservative actions. The effectiveness of the proposed approach is illustrated through two numerical simulations, where we compare it against a standard robust MPC formulation.	[Batkovic, Ivo] Chalmers Univ Technol, Dept Elect Engn, S-41527 Gothenburg, Sweden; [Batkovic, Ivo] Zenuity AB, S-41756 Gothenburg, Sweden; [Rosolia, Ugo] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA; [Zanon, Mario] IMT Sch Adv Studies Lucca, I-55100 Lucca, Italy; [Falcone, Paolo] Chalmers Univ Technol, S-41527 Gothenburg, Sweden; [Falcone, Paolo] Univ Modena & Reggio Emilia, Dipartimento Ingn Enzo Ferrari, I-41121 Modena, Italy	Batkovic, I (corresponding author), Chalmers Univ Technol, Dept Elect Engn, S-41527 Gothenburg, Sweden.	ivo.batkovic@chalmers.se		Falcone, Paolo/0000-0001-9587-9924	Wallenberg Artificial Intelligence, Autonomous Systems and Software Program - Knut and Alice Wallenberg Foundation	This work was supported in part by the Wallenberg Artificial Intelligence, Autonomous Systems and Software Program funded by Knut and Alice Wallenberg Foundation.		30	0	0	10	10	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					947	952		10.1109/LCSYS.2020.3006819			6	Automation & Control Systems	Automation & Control Systems	MP5TH	WOS:000552266300002					2020-09-09	
J	Rosolia, U; Ames, AD				Rosolia, Ugo; Ames, Aaron D.			Multi-Rate Control Design Leveraging Control Barrier Functions and Model Predictive Control Policies	IEEE CONTROL SYSTEMS LETTERS			English	Article						Predictive control; autonomous systems; Lyapunov methods		In this letter we present a multi-rate control architecture for safety critical systems. We consider a high level planner and a low level controller which operate at different frequencies. This multi-rate behavior is described by a piecewise nonlinear model which evolves on a continuous and a discrete level. First, we present sufficient conditions which guarantee recursive constraint satisfaction for the closed-loop system. Afterwards, we propose a control design methodology which leverages Control Barrier Functions (CBFs) for low level control and Model Predictive Control (MPC) policies for high level planning. The control barrier function is designed using the full nonlinear dynamical model and the MPC is based on a simplified planning model. When the nonlinear system is control affine and the high level planning model is linear, the control actions are computed by solving convex optimization problems at each level of the hierarchy. Finally, we show the effectiveness of the proposed strategy on a simulation example, where the low level control action is updated at a higher frequency than the high level command.	[Rosolia, Ugo; Ames, Aaron D.] CALTECH, AMBER Lab, Pasadena, CA 91030 USA	Rosolia, U (corresponding author), CALTECH, AMBER Lab, Pasadena, CA 91030 USA.	urosolia@caltech.edu; ames@caltech.edu		Ames, Aaron/0000-0003-0848-3177	National Science Foundation (NSF)National Science Foundation (NSF) [1932091]	This work was supported by the National Science Foundation (NSF) under Grant 1932091.		21	0	0	4	4	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					1007	1012		10.1109/LCSYS.2020.3008326			6	Automation & Control Systems	Automation & Control Systems	MQ5NU	WOS:000552941500004		Green Accepted			2020-09-09	
J	Ames, AD; Notomista, G; Wardi, Y; Egerstedt, M				Ames, Aaron D.; Notomista, Gennaro; Wardi, Yorai; Egerstedt, Magnus			Integral Control Barrier Functions for Dynamically Defined Control Laws	IEEE CONTROL SYSTEMS LETTERS			English	Article						Constrained control; output regulation; control system architecture	QUADRATIC PROGRAMS; STATE	This letter introduces integral control barrier functions (I-CBFs) as a means to enable the safety-critical integral control of nonlinear systems. Importantly, I-CBFs allow for the holistic encoding of both state constraints and input bounds in a single framework. We demonstrate this by applying them to a dynamically defined tracking controller, thereby enforcing safety in state and input through a minimally invasive I-CBF controller framed as a quadratic program.	[Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn Control & Dynam Syst, Pasadena, CA 91125 USA; [Notomista, Gennaro] Georgia Tech, George W Woodruff Sch Mech Engn, Atlanta, GA 30332 USA; [Wardi, Yorai; Egerstedt, Magnus] Georgia Tech, Sch Elect & Comp Engn, Atlanta, GA 30332 USA	Notomista, G (corresponding author), Georgia Tech, George W Woodruff Sch Mech Engn, Atlanta, GA 30332 USA.	ames@caltech.edu; g.notomista@gatech.edu; ywardi@ece.gatech.edu; magnus@ece.gatech.edu		Ames, Aaron/0000-0003-0848-3177				20	0	0	2	2	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					887	892		10.1109/LCSYS.2020.3006764			6	Automation & Control Systems	Automation & Control Systems	MN1SU	WOS:000550629000011		Green Accepted			2020-09-09	
J	Ma, WL; Csomay-Shanklin, N; Ames, AD				Ma, Wen-Loong; Csomay-Shanklin, Noel; Ames, Aaron D.			Coupled Control Systems: Periodic Orbit Generation With Application to Quadrupedal Locomotion	IEEE CONTROL SYSTEMS LETTERS			English	Article						Robotics; cooperative control; optimization	SYNCHRONIZATION	A robotic system can be viewed as a collection of lower-dimensional systems that are coupled via reaction forces (Lagrange multipliers) enforcing holonomic constraints. Inspired by this viewpoint, this letter presents a novel formulation for nonlinear control systems that are subject to coupling constraints via virtual "coupling" inputs that abstractly play the role of Lagrange multipliers. The main contribution of this letter is a process-mirroring solving for Lagrange multipliers in robotic systems-wherein we isolate subsystems free of coupling constraints that provably encode the full-order dynamics of the coupled control system from which it was derived. This dimension reduction is leveraged in the formulation of a nonlinear optimization problem for the isolated subsystem that yields periodic orbits for the full-order coupled system. We consider the application of these ideas to robotic systems, which can be decomposed into subsystems. Specifically, we view a quadruped as a coupled control system consisting of two bipedal robots, wherein applying the framework developed allows for gaits (periodic orbits) to be generated for the individual biped yielding a gait for the full-order quadrupedal dynamics. This is demonstrated on a quadrupedal robot through simulation and walking experiments on rough terrains.	[Ma, Wen-Loong; Csomay-Shanklin, Noel; Ames, Aaron D.] CALTECH, Dept Mech Engn & Control Dynam Syst, Pasadena, CA 91125 USA	Ma, WL (corresponding author), CALTECH, Dept Mech Engn & Control Dynam Syst, Pasadena, CA 91125 USA.	wma@caltech.edu; noelcs@caltech.edu; ames@caltech.edu		Csomay-Shanklin, Noel/0000-0002-2361-1694; Ames, Aaron/0000-0003-0848-3177	National Science FoundationNational Science Foundation (NSF) [IIS 1724464]	This work was supported by National Science Foundation under Award IIS 1724464.		20	0	0	13	13	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					935	940		10.1109/LCSYS.2020.3006963			6	Automation & Control Systems	Automation & Control Systems	MN1SU	WOS:000550629000018		Green Accepted			2020-09-09	
J	Taylor, AJ; Ong, P; Cortes, J; Ames, AD				Taylor, Andrew J.; Ong, Pio; Cortes, Jorge; Ames, Aaron D.			Safety-Critical Event Triggered Control via Input-to-State Safe Barrier Functions	IEEE CONTROL SYSTEMS LETTERS			English	Article						Discrete event systems; sampled-data control; Lyapunov methods		The efficient utilization of available resources while simultaneously achieving control objectives is a primary motivation in the event-triggered control paradigm. In many modern control applications, one such objective is enforcing the safety of a system. The goal of this letter is to carry out this vision by combining event-triggered and safety-critical control design. We discuss how a direct transcription, in the context of safety, of event-triggered methods for stabilization may result in designs that are not implementable on real hardware due to the lack of a minimum interevent time. We provide an example showing this phenomena and, building on the insight gained, propose an event-triggered control approach via Input-to-State Safe Barrier Functions that achieves safety while ensuring that interevent times are uniformly lower bounded.	[Taylor, Andrew J.] CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA; [Ong, Pio; Cortes, Jorge] Univ Calif San Diego, Dept Mech & Aerosp Engn, San Diego, CA 92093 USA; [Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA	Taylor, AJ (corresponding author), CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA.	ajtaylor@caltech.edu; piong@eng.ucsd.edu; cortes@eng.ucsd.edu; ames@caltech.edu		Taylor, Andrew/0000-0002-5990-590X; Ames, Aaron/0000-0003-0848-3177; Ong, Pio/0000-0002-9665-1320	DARPAUnited States Department of DefenseDefense Advanced Research Projects Agency (DARPA) [HR00111890035]; NSFNational Science Foundation (NSF) [ECCS-1917177]	This work was supported in part by DARPA under Award HR00111890035, and in part by NSF under Award ECCS-1917177. Recommended by Senior Editor C. Seatzu. (Andrew J. Taylor and Pio Ong contributed equally to this work.)		20	0	0	13	13	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JUL	2021	5	3					749	754		10.1109/LCSYS.2020.3005101			6	Automation & Control Systems	Automation & Control Systems	ML1UC	WOS:000549258800002		Green Accepted			2020-09-09	
J	Gehlhar, R; Ames, AD				Gehlhar, Rachel; Ames, Aaron D.			Separable Control Lyapunov Functions With Application to Prostheses	IEEE CONTROL SYSTEMS LETTERS			English	Article						Lyapunov methods; nonlinear systems; prosthetics	ROBOTIC WALKING	This letter extends bipedal trajectory tracking methods to prostheses to enable construction of a class of model-dependent prosthesis controllers using locally available sensor information. The rapidly exponentially stabilizing control Lyapunov functions (RES-CLFs) developed for bipedal robots guarantee stability of the hybrid zero dynamics in the presence of impacts that occur in walking. These methods cannot be directly applied to prostheses because of the unknown human dynamics. We overcome this challenge with two RES-CLFs, one for the prosthesis subsystem and another for the remaining human system. Further, we outline a method to construct these RES-CLFs for this type of separable system by first constructing separable CLFs for partially feedback linearizable systems. This letter develops a class of separable subsystem controllers that rely only on local information but provide formal guarantees of stability for the full hybrid system with zero dynamics.	[Gehlhar, Rachel; Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA	Gehlhar, R (corresponding author), CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA.	rgehlhar@caltech.edu; ames@caltech.edu		Ames, Aaron/0000-0003-0848-3177; Gehlhar, Rachel/0000-0002-4838-8839	National Science Foundation Graduate Research FellowshipNational Science Foundation (NSF) [DGE-1745301]; NSF NRINational Science Foundation (NSF) [1724464]; RoAMS Initiative	This work was supported in part by the National Science Foundation Graduate Research Fellowship under Grant DGE-1745301, in part by NSF NRI under Grant 1724464, and in part by the RoAMS Initiative.		20	0	0	1	1	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	APR	2021	5	2					559	564		10.1109/LCSYS.2020.3004181			6	Automation & Control Systems	Automation & Control Systems	MH6WN	WOS:000546866900006		Green Accepted			2020-09-09	
J	Konda, R; Ames, AD; Coogan, S				Konda, Rohit; Ames, Aaron D.; Coogan, Samuel			Characterizing Safety: Minimal Control Barrier Functions From Scalar Comparison Systems	IEEE CONTROL SYSTEMS LETTERS			English	Article						Constrained control; optimization	QUADRATIC PROGRAMS; VERIFICATION	Verifying set invariance has classical solutions stemming from the seminal work by Nagumo, and defining sets via a smooth barrier function constraint inequality results in computable flow conditions for guaranteeing set invariance. While a majority of these historic results on set invariance consider flow conditions on the boundary, this letter fully characterizes set invariance through minimal barrier functions by directly appealing to a comparison result to define a flow condition over the entire domain of the system. A considerable benefit of this approach is the removal of regularity assumptions of the barrier function. This letter also outlines necessary and sufficient conditions for a valid differential inequality condition, giving the minimum conditions for this type of approach. We also show when minimal barrier functions are necessary and sufficient for set invariance.	[Konda, Rohit; Coogan, Samuel] Georgia Inst Technol, Sch Elect & Comp Engn, Atlanta, GA 30332 USA; [Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91125 USA; [Coogan, Samuel] Georgia Inst Technol, Sch Civil & Environm Engn, Atlanta, GA 30332 USA	Konda, R (corresponding author), Georgia Inst Technol, Sch Elect & Comp Engn, Atlanta, GA 30332 USA.	rkonda6@gatech.edu; ames@caltech.edu; sam.coogan@gatech.edu		Ames, Aaron/0000-0003-0848-3177; Konda, Rohit/0000-0002-0423-5531	NSFNational Science Foundation (NSF) [1544332, 1749357]	This work was supported by NSF under Award 1544332 and Award 1749357. Recommended by Senior Editor S. Tarbouriech.		25	0	0	0	0	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	APR	2021	5	2					523	528		10.1109/LCSYS.2020.3003887			6	Automation & Control Systems	Automation & Control Systems	MF8DZ	WOS:000545569800016		Green Accepted			2020-09-09	
J	Tsukamoto, H; Chung, SJ				Tsukamoto, Hiroyasu; Chung, Soon-Jo			Neural Contraction Metrics for Robust Estimation and Control: A Convex Optimization Approach	IEEE CONTROL SYSTEMS LETTERS			English	Article						Nonlinear systems; Estimation; Trajectory; Steady-state; Stability analysis; Convex functions; Machine learning; observers for nonlinear systems; optimal control	NONLINEAR-SYSTEMS; LYAPUNOV FUNCTIONS; COMPUTATION; STABILITY	This letter presents a new deep learning-based framework for robust nonlinear estimation and control using the concept of a Neural Contraction Metric (NCM). The NCM uses a deep long short-term memory recurrent neural network for a global approximation of an optimal contraction metric, the existence of which is a necessary and sufficient condition for exponential stability of nonlinear systems. The optimality stems from the fact that the contraction metrics sampled offline are the solutions of a convex optimization problem to minimize an upper bound of the steady-state Euclidean distance between perturbed and unperturbed system trajectories. We demonstrate how to exploit NCMs to design an online optimal estimator and controller for nonlinear systems with bounded disturbances utilizing their duality. The performance of our framework is illustrated through Lorenz oscillator state estimation and spacecraft optimal motion planning problems.	[Tsukamoto, Hiroyasu; Chung, Soon-Jo] CALTECH, Grad Aerosp Labs, Pasadena, CA 91125 USA	Tsukamoto, H (corresponding author), CALTECH, Grad Aerosp Labs, Pasadena, CA 91125 USA.	htsukamoto@caltech.edu; sjchung@caltech.edu			Jet Propulsion Laboratory, California Institute of Technology; Raytheon Company	This work was supported in part by the Jet Propulsion Laboratory, California Institute of Technology and in part by the Raytheon Company. Recommended by Senior Editor G. Cherubini.		30	0	0	3	3	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JAN.	2021	5	1					211	216		10.1109/LCSYS.2020.3001646			6	Automation & Control Systems	Automation & Control Systems	MD4RE	WOS:000543958500005		Green Accepted			2020-09-09	
J	Chen, YX; Singletary, A; Ames, AD				Chen, Yuxiao; Singletary, Andrew; Ames, Aaron D.			Guaranteed Obstacle Avoidance for Multi-Robot Operations With Limited Actuation: A Control Barrier Function Approach	IEEE CONTROL SYSTEMS LETTERS			English	Article						Collision avoidance; Robots; Trajectory; Jacobian matrices; Safety; Vehicle dynamics; Decentralized control; Robotics; decentralized control; autonomous vehicles	QUADRATIC PROGRAMS; CERTIFICATES; COMPUTATION; SETS	This letter considers the problem of obstacle avoidance for multiple robotic agents moving in an environment with obstacles. A decentralized supervisory controller is synthesized based on control barrier functions (CBF) that guarantees obstacle avoidance with limited actuation capability. The proposed method is applicable to general nonlinear robot dynamics and is scalable to an arbitrary number of agents. Agent-to-agent communication is not required, yet a simple broadcasting scheme improves the performance of the algorithm. The key idea is based on a control barrier function constructed with a backup controller, and we show that by assuming other agents respecting the same CBF condition, the supervisory control algorithm can be implemented decentrally and guarantees obstacle avoidance for all agents.	[Chen, Yuxiao; Singletary, Andrew; Ames, Aaron D.] CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91106 USA	Chen, YX (corresponding author), CALTECH, Dept Mech & Civil Engn, Pasadena, CA 91106 USA.	chenyx@caltech.edu			SRI/AFOSR [FA8750-19-C-0089]; DARPAUnited States Department of DefenseDefense Advanced Research Projects Agency (DARPA) [NNN12AA01C]; NSF CPSNational Science Foundation (NSF)NSF - Directorate for Engineering (ENG) [1932091]	The work of Yuxiao Chen was supported by SRI/AFOSR under Award FA8750-19-C-0089. The work of Andrew Singletary was supported by DARPA under Award NNN12AA01C. The work of Aaron D. Ames was supported by NSF CPS under Award 1932091. Recommended by Senior Editor F. Dabbene.		30	0	0	2	2	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	2475-1456			IEEE CONTR SYST LETT	IEEE Control Syst. Lett.	JAN.	2021	5	1					127	132		10.1109/LCSYS.2020.3000748			6	Automation & Control Systems	Automation & Control Systems	MD1CN	WOS:000543713000004					2020-09-09	
