PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Schonberg, WP; Ratliff, JM		Burchell, MJ		Schonberg, William P.; Ratliff, J. Martin			Ballistic limit equations for non-aluminum projectiles impacting dual-wall spacecraft systems	14TH HYPERVELOCITY IMPACT SYMPOSIUM (HVIS 2017)	Procedia Engineering		English	Proceedings Paper	14th Hypervelocity Impact Symposium (HVIS)	APR 24-28, 2017	Univ Kent, Canterbury Campus, Canterbury, ENGLAND		Univ Kent, Canterbury Campus	ballistic limit equation; non-aluminum projectiles; dual-wall structure; orbital debris; risk assessment		One of the primary design considerations of earth-orbiting spacecraft is the mitigation of the damage that might occur from an on-orbit MMOD impact. Traditional damage-resistant design consists of a 'bumper' that is placed a small distance away from a spacecraft component or from the wall of the element in which it is housed. The performance of such a multi-wall structural element is typically characterized by its ballistic limit equation (BLE), which defines the threshold particle size that results in a failure of the spacecraft element. BLEs are also key components of any micro-meteoroid/orbital debris (MMOD) risk assessment calculations. However, these assessments often call for BLEs to predict impact response for projectiles made of materials not used in the development of those BLEs. The question naturally arises regarding how close are the predictions of such BLEs when used in impact scenarios involving projectiles made of materials not necessarily considered in their development. In an effort to address this issue, a study was performed with the objective of assessing the validity of the NNO BLE for non-aluminum particles. Particle materials considered included steel, copper, and A1203 (i.e. particles that are made of materials that are more dense than aluminum). Comparisons are made between actual test results involving these non-aluminum projectiles and the predictions of the NNO BLE. In nearly all cases, the NNO BLE was found not to work very well in the predicting failure / no failure response of these non-aluminum projectiles. A new NNO-type BLE is then developed that can be used to more reliably predict the response of dual-wall systems under the hypervelocity impact of such "heavier" non-aluminum projectiles. (C) 2017 The Authors. Published by Elsevier Ltd.	[Schonberg, William P.] Missouri Univ Sci & Technol, Rolla, MO 65409 USA; [Ratliff, J. Martin] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91125 USA	Schonberg, WP (corresponding author), Missouri Univ Sci & Technol, Rolla, MO 65409 USA.	wschon@mst.edu			National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	This research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.		13	0	0	0	2	ELSEVIER SCIENCE BV	AMSTERDAM	SARA BURGERHARTSTRAAT 25, PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	1877-7058			PROCEDIA ENGINEER			2017	204						516	521		10.1016/j.proeng.2017.09.750			6	Engineering, Mechanical	Engineering	BJ6AA	WOS:000426435000064		Other Gold			2020-09-09	
S	Marshall, JP; Hurley, RC; Arthur, D; Vlahinic, I; Senatore, C; Iagnemma, K; Trease, B; Andrade, JE		Papamichos, E; Papanastasiou, P; Pasternak, E; Dyskin, A		Marshall, Jason P.; Hurley, Ryan C.; Arthur, Dan; Vlahinic, Ivan; Senatore, Carmine; Iagnemma, Karl; Trease, Brian; Andrade, Jose E.			Analysis of Shear Bands in Sand Under Reduced Gravity Conditions	BIFURCATION AND DEGRADATION OF GEOMATERIALS WITH ENGINEERING APPLICATIONS	Springer Series in Geomechanics and Geoengineering		English	Proceedings Paper	11th International Workshop on Bifurcation and Degradation in Geomaterials (IWBDG)	MAY 21-25, 2017	Limassol, CYPRUS	Univ Cyprus, Aristotle Univ Thessaloniki, Univ Western Australia, Cyprus Tourism Org, ALERT Geomaterials, SINTEF Petr Res, MTS Syst, Themeliotechniki Cyprus Ltd, Dreamscape Conf			PLANE-STRAIN; DILATANCY; STRENGTH; FRICTION	The strength of granular material, specifically sand is of pivotal importance for understanding physical phenomena on other celestial bodies. However, relatively few experiments have been conducted to determine the dependence of strength properties on gravity. In this work, we experimentally investigated three measures of strength (peak, confined flow, and unconfined flow friction angle) in Earth, Martian, Lunar, and near-zero gravity. The angles were captured in a passive Earth pressure experiment conducted on a reduced gravity flight. The results showed no dependence of the peak friction angle on gravity, a weak dependence of the confined flow friction angle on gravity, and no dependence of the unconfined flow friction angle on gravity. These results highlight the importance of understanding strength and deformation mechanisms of granular material at different levels of gravity.	[Marshall, Jason P.; Arthur, Dan; Vlahinic, Ivan; Andrade, Jose E.] CALTECH, Pasadena, CA 91125 USA; [Hurley, Ryan C.] Lawrence Livermore Natl Lab, Livermore, CA 94550 USA; [Senatore, Carmine; Iagnemma, Karl] MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Trease, Brian] Univ Toledo, 2801 W Bancroft St, Toledo, OH 43606 USA	Marshall, JP (corresponding author), CALTECH, Pasadena, CA 91125 USA.	jmarshal@caltech.edu		Hurley, Ryan/0000-0003-1652-635X	Keck Institute for Space Studies (KISS) at the California Institute of Technology under the program "x-Terramechanics-Integrated Simulation of Planetary Surface Missions"	This research was supported in part by the Keck Institute for Space Studies (KISS) at the California Institute of Technology under the program "x-Terramechanics-Integrated Simulation of Planetary Surface Missions". This support is gratefully acknowledged.		12	0	0	0	0	SPRINGER INTERNATIONAL PUBLISHING AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	1866-8755		978-3-319-56397-8; 978-3-319-56396-1	SPRINGER SER GEOMECH			2017							499	505		10.1007/978-3-319-56397-8_63			7	Engineering, Geological	Engineering	BJ5ZH	WOS:000426426300063					2020-09-09	
S	Huerta, EA; Haas, R; Fajardo, E; Katz, DS; Anderson, S; Couvares, P; Willis, J; Bouvet, T; Enos, J; Kramer, WTC; Leong, HW; Wheeler, D			IEEE	Huerta, E. A.; Haas, Roland; Fajardo, Edgar; Katz, Daniel S.; Anderson, Stuart; Couvares, Peter; Willis, Josh; Bouvet, Timothy; Enos, Jeremy; Kramer, William T. C.; Leong, Hon Wai; Wheeler, David			BOSS-LDG: A Novel Computational Framework that Brings Together Blue Waters, Open Science Grid, Shifter and the LIGO Data Grid to Accelerate Gravitational Wave Discovery	2017 IEEE 13TH INTERNATIONAL CONFERENCE ON E-SCIENCE (E-SCIENCE)	Proceeding IEEE International Conference on e-Science (e-Science)		English	Proceedings Paper	13th Annual IEEE International Conference on e-Science (e-Science)	OCT 24-27, 2017	Auckland, NEW ZEALAND	New Zealand eScience Infrastructure, IEEE, Microsoft, CRAY, figshare, IEEE Comp Soc, eScience Steering Comm				We present a novel computational framework that connects Blue Waters, the NSF-supported, leadership-class supercomputer operated by NCSA, to the Laser Interferometer Gravitational-Wave Observatory (LIGO) Data Grid via Open Science Grid technology. To enable this computational infrastructure, we configured, for the first time, a LIGO Data Grid Tier-1 Center that can submit heterogeneous LIGO workflows using Open Science Grid facilities. In order to enable a seamless connection between the LIGO Data Grid and Blue Waters via Open Science Grid, we utilize Shifter to containerize LIGO's workflow software. This work represents the first time Open Science Grid, Shifter, and Blue Waters are unified to tackle a scientific problem and, in particular, it is the first time a framework of this nature is used in the context of large scale gravitational wave data analysis. This new framework has been used in the last several weeks of LIGO's second discovery campaign to run the most computationally demanding gravitational wave search workflows on Blue Waters, and accelerate discovery in the emergent field of gravitational wave astrophysics. We discuss the implications of this novel framework for a wider ecosystem of Higher Performance Computing users.	[Huerta, E. A.; Haas, Roland; Katz, Daniel S.; Bouvet, Timothy; Enos, Jeremy; Kramer, William T. C.; Leong, Hon Wai; Wheeler, David] Univ Illinois, NCSA, Urbana, IL 61801 USA; [Fajardo, Edgar] Univ Calif San Diego, La Jolla, CA 92093 USA; [Anderson, Stuart; Couvares, Peter] CALTECH, LIGO, Pasadena, CA 91125 USA; [Willis, Josh] Abilene Christian Univ, Abilene, TX 79699 USA	Huerta, EA (corresponding author), Univ Illinois, NCSA, Urbana, IL 61801 USA.	elihu@illinois.edu; rhaas@illinois.edu; emfajard@ucsd.edu; dskatz@illinois.edu; anderson@ligo.caltech.edu; peter.couvares@ligo.caltech.edu; josh.willis@acu.edu; tbouvet@illinois.edu; jenos@illinois.edu; wtkramer@illinois.edu; hwleong@illinois.edu; dwheeler@illinois.edu		Katz, Daniel S./0000-0001-5934-7525; Huerta, Eliu/0000-0002-9682-3604	National Science FoundationNational Science Foundation (NSF) [OCI-0725070, ACI-1238993]; State of Illinois	This research is part of the Blue Waters sustained-petascale computing project, which is supported by the National Science Foundation (awards OCI-0725070 and ACI-1238993) and the State of Illinois. Blue Waters is a joint effort of the University of Illinois at Urbana-Champaign and its National Center for Supercomputing Applications. We thank Brett Bode, Juan Barayoga, Greg Bauer, Brian Bockelman, Mats Rynge and Karan Vahi for fruitful interactions.		38	2	2	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2325-372X		978-1-5386-2686-3	P IEEE INT C E-SCI			2017							335	344		10.1109/eScience.2017.47			10	Computer Science, Interdisciplinary Applications	Computer Science	BJ5NN	WOS:000426071600036		Green Accepted			2020-09-09	
S	Ronchi, MR; Perona, P			IEEE	Ronchi, Matteo Ruggero; Perona, Pietro			Benchmarking and Error Diagnosis in Multi-Instance Pose Estimation	2017 IEEE INTERNATIONAL CONFERENCE ON COMPUTER VISION (ICCV)	IEEE International Conference on Computer Vision		English	Proceedings Paper	16th IEEE International Conference on Computer Vision (ICCV)	OCT 22-29, 2017	Venice, ITALY	IEEE, IEEE Comp Soc				We propose a new method to analyze the impact of errors in algorithms for multi-instance pose estimation and a principled benchmark that can be used to compare them. We define and characterize three classes of errors - localization, scoring, and background - study how they are influenced by instance attributes and their impact on an algorithm's performance. Our technique is applied to compare the two leading methods for human pose estimation on the COCO Dataset, measure the sensitivity of pose estimation with respect to instance size, type and number of visible keypoints, clutter due to multiple instances, and the relative score of instances. The performance of algorithms, and the types of error they make, are highly dependent on all these variables, but mostly on the number of keypoints and the clutter. The analysis and software tools we propose offer a novel and insightful approach for understanding the behavior of pose estimation algorithms and an effective method for measuring their strengths and weaknesses.	[Ronchi, Matteo Ruggero; Perona, Pietro] CALTECH, Pasadena, CA 91125 USA	Perona, P (corresponding author), CALTECH, Pasadena, CA 91125 USA.	perona@caltech.edu						42	9	9	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1550-5499		978-1-5386-1032-9	IEEE I CONF COMP VIS			2017							369	378		10.1109/ICCV.2017.48			10	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic	Computer Science; Engineering	BJ4TW	WOS:000425498400039		Green Accepted			2020-09-09	
B	Tahmasebi, P; Sahimi, M; Andrade, J		Vandamme, M; Dangla, P; Pereira, JM; Ghabezloo, S		Tahmasebi, Pejman; Sahimi, Muhammad; Andrade, Jose			Direct Modeling of Granular Materials	POROMECHANICS VI: PROCEEDINGS OF THE SIXTH BIOT CONFERENCE ON POROMECHANICS			English	Proceedings Paper	6th Biot Conference on Poromechanics	JUL 09-13, 2017	Paris, FRANCE	Ecole Ponts ParisTech, Inst Francais Sci Technologies Transports Amenagement Reseaux, Ctr Natl Rech Sci, Agence Natl Rech, Amer Soc Civil Engineers, Engn Mech Inst, Amer Soc Civil Engineers			STOCHASTIC CHARACTERIZATION; ELEMENT METHOD; TOMOGRAPHY; MULTISCALE; SAMPLES; IMAGES; SAND	Granular packing is one of the long-standing problems that have been studied for decades. Most of the current methods are trying to infer some statistical properties to describe and then regenerate a granular medium. These techniques, however, remain at the lower orders and cannot extract very complex information and, thus, they produce unrealistic models that are physically unlikely. The texture of the generated particles using these techniques are mostly different from the real sharpness of granular materials. In this paper, a new technique for direct modeling of granular materials (DGM) based on using high-order statistics is introduced that can extract more information and, finally generate very accurate models. This method, indeed, does not employ any particle descriptor and uses the existing 2D/3D images directly. The results indicate a very good agreement between the simulated and original data. The computational cost of this method is very low.	[Tahmasebi, Pejman] Univ Wyoming, Dept Petr Engn, Laramie, WY 82071 USA; [Tahmasebi, Pejman; Andrade, Jose] CALTECH, Div Engn & Appl Sci, Pasadena, CA 91125 USA; [Sahimi, Muhammad] Univ Southern Calif, Mork Family Dept Chem Engn & Mat Sci, Los Angeles, CA 90089 USA	Tahmasebi, P (corresponding author), Univ Wyoming, Dept Petr Engn, Laramie, WY 82071 USA.; Tahmasebi, P (corresponding author), CALTECH, Div Engn & Appl Sci, Pasadena, CA 91125 USA.	ptahmase@uwyo.edu; moe@usc.edu; jandrade@caltech.edu						25	1	1	0	0	AMER SOC CIVIL ENGINEERS	NEW YORK	UNITED ENGINEERING CENTER, 345 E 47TH ST, NEW YORK, NY 10017-2398 USA			978-0-7844-8077-9				2017							1436	1442					7	Engineering, Multidisciplinary; Materials Science, Multidisciplinary; Physics, Applied	Engineering; Materials Science; Physics	BJ5RL	WOS:000426216300178					2020-09-09	
S	Fenni, I; Haddad, ZS; Roussel, H; Mittra, R			IEEE	Fenni, Ines; Haddad, Ziad S.; Roussel, Helene; Mittra, Raj			Efficient calculation of CBFs for the modeling of scattering by complex-shaped snow aggregates	2017 USNC-URSI RADIO SCIENCE MEETING (JOINT WITH AP-S SYMPOSIUM)	USNC-URSI Radio Science Meeting - Joint with AP-S SYMPOSIUM		English	Proceedings Paper	International Symposium of IEEE-Antennas-and-Propagation-Society / USNC/URSI National Radio Science Meeting	JUL 09-14, 2017	San Diego, CA	IEEE Antennas & Propagat Soc, Inst Elect & Elect Engineers, USNC, URSI				The Sherman-Morrison-Woodbury formula-based algorithm is applied to enhance the computational performance of the characteristic basis function method (CBFM) when applied in a context of 3D full-wave model to the scattering by complexgeometry precipitation particles. The improvement brought by this algorithm, particularly to the compression rate achieved by the CBFM, enables us to simulate electrically larger particles while maintaining a satisfactory level of accuracy and a reasonable computational cost.	[Fenni, Ines; Haddad, Ziad S.] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA; [Roussel, Helene] Univ Paris 06, Sorbonne Univ, UR2, L2E, F-75005 Paris, France; [Mittra, Raj] Univ Cent Florida, Orlando, FL 32816 USA; [Mittra, Raj] King Abdulaziz Univ, Jeddah, Saudi Arabia	Fenni, I (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.	Ines.Fenni@jpl.nasa.gov						3	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2572-3804	2573-3036	978-1-5090-4412-2	USNC-URSI RADIO SCI			2017							57	58					2	Engineering, Electrical & Electronic; Remote Sensing; Telecommunications	Engineering; Remote Sensing; Telecommunications	BJ5FL	WOS:000425854800029					2020-09-09	
S	Di Martino, G; Di Simone, A; Franceschetti, G; Riccio, D; Wall, SD			IEEE	Di Martino, Gerardo; Di Simone, Alessio; Franceschetti, Giorgio; Riccio, Daniele; Wall, Stephen D.			A new convenient tool for ice sheets exploration The fractal dimension	2017 USNC-URSI RADIO SCIENCE MEETING (JOINT WITH AP-S SYMPOSIUM)	USNC-URSI Radio Science Meeting - Joint with AP-S SYMPOSIUM		English	Proceedings Paper	International Symposium of IEEE-Antennas-and-Propagation-Society / USNC/URSI National Radio Science Meeting	JUL 09-14, 2017	San Diego, CA	IEEE Antennas & Propagat Soc, Inst Elect & Elect Engineers, USNC, URSI		fractal dimension; ice sheets; synthetic aperture radar		In this paper, we focus on the estimation of the Fractal Dimension of ice sheet surfaces from Synthetic Aperture Radar data. Thanks to the relation with the geophysical phenomena, which are responsible and drive the ice layer formation and evolution, the Fractal Dimension is a convenient parameter to classify, and discriminate icy layers of different types. Meaningful results obtained on a Sentinel-1 C-band SAR image of the Antarctica ice sheet are presented.	[Di Martino, Gerardo; Di Simone, Alessio; Franceschetti, Giorgio; Riccio, Daniele] Univ Napoli Federico II, DIETI, Naples, Italy; [Wall, Stephen D.] CALTECH, Jet Prop Lab, Pasadena, CA USA	Di Martino, G (corresponding author), Univ Napoli Federico II, DIETI, Naples, Italy.	gerardo.dimartino@unina.it; alessio.disimone@unina.it; gfrance@unina.it; dariccio@unina.it; stephen.d.wall@jpl.nasa.gov		RICCIO, Daniele/0000-0001-5299-1692				7	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2572-3804	2573-3036	978-1-5090-4412-2	USNC-URSI RADIO SCI			2017							61	62					2	Engineering, Electrical & Electronic; Remote Sensing; Telecommunications	Engineering; Remote Sensing; Telecommunications	BJ5FL	WOS:000425854800031					2020-09-09	
S	Pang, JZF; Fu, H; Lee, WI; Wierman, A			IEEE	Pang, John Z. F.; Fu, Hu; Lee, Won I.; Wierman, Adam			The Efficiency of Open Access in Platforms for Networked Cournot Markets	IEEE INFOCOM 2017 - IEEE CONFERENCE ON COMPUTER COMMUNICATIONS	IEEE INFOCOM		English	Proceedings Paper	IEEE Conference on Computer Communications (IEEE INFOCOM)	MAY 01-04, 2017	Atlanta, GA	IEEE			PRICE	This paper studies how the efficiency of an online platform is impacted by the degree to which access of platform participants is open or controlled. The study is motivated by an emerging trend within platforms to impose increasingly fine-grained control over the options available to platform participants. While early online platforms allowed open access, e.g., Ebay allows any seller to interact with any buyer; modern platforms often impose matches directly, e.g., Uber directly matches drivers to riders. This control is performed with the goal of achieving more efficient market outcomes. However, the results in this paper highlight that imposing matches may create new strategic incentives that lead to increased inefficiency. In particular, in the context of networked Cournot competition, we prove that open access platforms guarantee social welfare within 7/16 of the optimal; whereas controlled allocation platforms can have social welfare unboundedly worse than optimal.	[Pang, John Z. F.; Lee, Won I.; Wierman, Adam] CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA; [Fu, Hu] Univ British Columbia, Dept Comp Sci, Vancouver, BC V6T 1Z4, Canada	Pang, JZF (corresponding author), CALTECH, Dept Comp & Math Sci, Pasadena, CA 91125 USA.	jzpang@caltech.edu; hufu@cs.ubc.ca; wilee@caltech.edu; adamw@caltech.edu			NSFNational Science Foundation (NSF) [AitF-1637598, CNS-1518941, CPS-154471]; Ronald & Maxine Linde Institute of Economic and Management Science at Caltech	This work is supported by grants from NSF AitF-1637598, CNS-1518941, CPS-154471 and the Ronald & Maxine Linde Institute of Economic and Management Science at Caltech.		43	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0743-166X		978-1-5090-5336-0	IEEE INFOCOM SER			2017													9	Computer Science, Hardware & Architecture; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Telecommunications	Computer Science; Engineering; Telecommunications	BJ4NU	WOS:000425232200182					2020-09-09	
S	Hossain, MA; Khalilnejad, A; Swanson, RA; Mousseau, J; Pickering, EM; French, RH; Abramson, AR			ASHRAE	Hossain, Mohammad A.; Khalilnejad, Arash; Swanson, Rachel A.; Mousseau, Jack; Pickering, Ethan M.; French, Roger H.; Abramson, Alexis R.			Unsupervised Non-Intrusive Energy Disaggregation for Commercial Buildings	2017 ASHRAE ANNUAL CONFERENCE PAPERS	ASHRAE Annual Conference Papers		English	Proceedings Paper	ASHRAE Annual Conference	JUN 24-28, 2017	Long Beach, CA	ASHRAE				Commercial buildings alone are responsible for 36% of the total United States electricity consumption, and 30% of this electricity consumption is wasted on average. One of the greatest challenges in improving building energy efficiency lies in the ability to do simple and non-intrusive load disaggregation. In this paper, we propose a novel unsupervised, non-intrusive building energy disaggregation technique using only 15-minute interval whole-building energy consumption and weather data. The proposed disaggregation technique consists of an analysis loop with three steps. Step 1 analyzes the change in energy consumption in 15-minute intervals for every 3 degrees C temperature range to identify statistically significant temperature dependent and independent the equipment turn on-off states. In step 2, a probabilistic approach is developed using a Factorial Hidden Markov Model (FHMM) that combines equipment state transition matrices from the equipment turn on-off states of step 1 and an emission matrix representing all possible combinations of equipment energy consumption in each state. In step 3, FHMM identifies the best possible combinations of the equipment state and consumption for every point in time using an Expectation Maximization (EM) algorithm. Ultimately, specific equipment such as HVAC, plug load, and lighting, can be identified virtually without setting foot in the building. The proposed disaggregation technique is validated by comparing real-world, sub-metered building equipment energy consumption data to the whole building data. The results show that the method achieves at least 80% accuracy. Using the disaggregation technique to identify the breakdown of HVAC, lighting, and plug load, we compare the results from building population studies to identify potential areas of energy waste and generate an automated virtual energy audit report. The report provides personalized building recommendations such as improving HVAC operations, lighting, and equipment scheduling, including a measure of potential return-on-investment	[Hossain, Mohammad A.; Khalilnejad, Arash; Swanson, Rachel A.; Mousseau, Jack; Pickering, Ethan M.] Case Western Reserve Univ, Cleveland, OH 44106 USA; [Pickering, Ethan M.] CALTECH, Pasadena, CA 91125 USA; [French, Roger H.] Case Western Reserve Univ, Dept Mat Sci & Engn, Cleveland, OH 44106 USA; [Abramson, Alexis R.] Case Western Reserve Univ, Mech & Aerosp Engn, Cleveland, OH 44106 USA	Hossain, MA (corresponding author), Case Western Reserve Univ, Cleveland, OH 44106 USA.		Khalilnejad, Arash/AAM-6638-2020; French, Roger H/E-1986-2011	Khalilnejad, Arash/0000-0002-7138-8095; French, Roger H/0000-0002-6162-0532	Advanced Research Projects Agency-Energy (ARPA-E)United States Department of Energy (DOE) [DE-AR0000668]	This research was performed in Great Lake Energy Institute (GLEI) and Solar Durability and Lifetime Extension (SDLE) Center at Case Western Reserve University This research work is funded by Advanced Research Projects Agency-Energy (ARPA-E) (Award #DE-AR0000668). The authors would like to acknowledge the contributions of Youngchoon Park, Steven Vitullo and Pravin Duraisingh from Johnson Controls Inc. (JCI) for their support for this study.		10	1	1	0	2	AMER SOC HEATING, REFRIGERATING AND AIR-CONDITIONING ENGS	ATLANTA	1791 TULLIE CIRCLE NE, ATLANTA, GA 30329 USA	2578-5257			ASHRAE ANN CONF PAP			2017													8	Thermodynamics; Construction & Building Technology	Thermodynamics; Construction & Building Technology	BJ3WJ	WOS:000424438600051					2020-09-09	
S	Grefenstette, BW; Bhalerao, V; Cook, WR; Harrison, FA; Kitaguchi, T; Madsen, KK; Mao, PH; Miyasaka, H; Rana, V		Burger, A; James, RB; Fiederle, M; Franks, L; Payne, SA		Grefenstette, Brian W.; Bhalerao, Varun; Cook, W. Rick; Harrison, Fiona A.; Kitaguchi, Takao; Madsen, Kristin K.; Mao, Peter H.; Miyasaka, Hiromasa; Rana, Vikram			Ground Calibration of the Spatial Response and Quantum Efficiency of the CdZnTe Hard X-ray Detectors for NuSTAR	HARD X-RAY, GAMMA-RAY, AND NEUTRON DETECTOR PHYSICS XIX	Proceedings of SPIE		English	Proceedings Paper	Conference on Hard X-Ray, Gamma-Ray, and Neutron Detector Physics XIX	AUG 07-09, 2017	San Diego, CA	SPIE				Pixelated Cadmium Zinc Telluride (CdZnTe) detectors are currently flying on the Nuclear Spectroscopic Telescope ARray (NuSTAR) NASA Astrophysics Small Explorer. While the pixel pitch of the detectors is approximate to 605 mu m, we can leverage the detector readout architecture to determine the interaction location of an individual photon to much higher spatial accuracy. The sub-pixel spatial location allows us to finely oversample the point spread function of the optics and reduces imaging artifacts due to pixelation. In this paper we demonstrate how the sub-pixel information is obtained, how the detectors were calibrated, and provide ground verification of the quantum efficiency of our Monte Carlo model of the detector response.	[Grefenstette, Brian W.; Cook, W. Rick; Harrison, Fiona A.; Madsen, Kristin K.; Mao, Peter H.; Miyasaka, Hiromasa; Rana, Vikram] CALTECH, Space Radiat Lab, Pasadena, CA 91125 USA; [Bhalerao, Varun] Indian Inst Technol, Dept Phys, Bombay, Maharashtra, India; [Kitaguchi, Takao] RIKEN Nishina Ctr, 2-1 Hirosawa, Wako, Saitama 3510198, Japan	Grefenstette, BW (corresponding author), CALTECH, Space Radiat Lab, Pasadena, CA 91125 USA.		Rana, Vikram/R-9180-2018		NASANational Aeronautics & Space Administration (NASA) [NNG08FD60C]; National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	This work was supported under NASA Contract No. NNG08FD60C, and made use of data from the NuSTAR mission, a project led by the California Institute of Technology, managed by the Jet Propulsion Laboratory, and funded by the National Aeronautics and Space Administration.		9	0	0	0	2	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X	1996-756X	978-1-5106-1242-6; 978-1-5106-1241-9	PROC SPIE			2017	10392								UNSP 1039207	10.1117/12.2271365			9	Optics; Physics, Particles & Fields	Optics; Physics	BJ4UR	WOS:000425518900004		Green Accepted			2020-09-09	
