author_id,name,division,score
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",GPS,0.2727403980835659
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",BBE,0.11829761783751098
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",EAS,0.17314384602653557
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",CCE,0.1509066543612301
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",PMA,0.2082059878323098
fadc8d23-8c63-488e-abd7-f2d712ab59be,"Daubar, Ingrid J.",HSS,0.08764101466252452
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",GPS,0.14478756943679238
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",BBE,0.08221638256159976
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",EAS,0.11508419021153254
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",CCE,0.08629864924133371
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",PMA,0.10001436186788083
14781044-893d-4b3c-89b4-3bd5b6dd3d20,"Daubar, Ingrid",HSS,0.09240723061345434
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",GPS,0.10446991771051976
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",BBE,0.040305522908945415
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",EAS,0.06106741227191272
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",CCE,0.04920923441918516
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",PMA,0.050092556800839995
5c105773-8194-44bc-acfe-2ed45772b4f7,"Daubar, I.",HSS,0.04802610990466152
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",GPS,0.3570715019590854
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",BBE,0.1286025683104479
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",EAS,0.18296440907604744
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",CCE,0.16838220893171524
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",PMA,0.1847287264911191
bd52e7b5-0b1e-4f58-9b8f-4f555d1327ae,"Golombek, Matthew P.",HSS,0.09643358075161608
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",GPS,0.1749081081065834
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",BBE,0.059084408989204855
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",EAS,0.08574717802181298
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",CCE,0.07654563772969401
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",PMA,0.06970184858520642
60da1852-ded4-42e4-848d-1062f1dd215e,"Golombek, M.",HSS,0.052311178898241446
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",GPS,0.30311284878032196
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",BBE,0.10923431779099047
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",EAS,0.18804126425998793
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",CCE,0.1607958114741906
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",PMA,0.1905863319382381
fe799632-f53b-4238-b8d8-687b02d5eb5e,"Raymond, Carol A.",HSS,0.08592972152898708
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",GPS,0.06895063143749518
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",BBE,0.03302206121438574
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",EAS,0.06099054152868705
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",CCE,0.051256550037114115
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",PMA,0.053552535449391474
97e54090-7bbf-4533-be44-db627e4eaf1a,"Raymond, Carol",HSS,0.0195543817981023
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",GPS,0.11837396971123552
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",BBE,0.05373677563337571
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",EAS,0.08363485688658943
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",CCE,0.06764315231707584
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",PMA,0.0714772145101564
00d9a882-79de-4d42-b12c-e0e394f62362,"Raymond, Colin",HSS,0.0417958680259075
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",GPS,0.1371147891908272
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",BBE,0.08648698019601578
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",EAS,0.1354128864764602
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",CCE,0.1059201305813011
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",PMA,0.11474570798783339
7bdf5b41-9116-493a-a0dc-4013c831f1aa,"Garcia, Mariano",HSS,0.08033130778834305
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",GPS,0.06217733607110526
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",BBE,0.038860830561340286
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",EAS,0.1036061022037307
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",CCE,0.08080371981866928
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",PMA,0.06889281045661426
06631bd8-80e7-4158-916a-f7f8c67b241e,"Garcia, Jordi Paredes",HSS,0.013842410128877825
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",GPS,0.22840572189543487
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",BBE,0.12318852879284638
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",EAS,0.2040093302148355
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",CCE,0.15546041850952047
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",PMA,0.24528510174407794
dcc4ab18-7368-4382-a6c1-fd03aba6ff08,"Naidu, Shantanu. P.",HSS,0.09694675467323279
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",GPS,0.10380100530899883
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",BBE,0.056339141425979754
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",EAS,0.08786108784416823
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",CCE,0.06287298775097855
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",PMA,0.08429917355411783
ef4c7653-c40b-414e-9f51-c28051cfa8ed,"Naidu, Shantanu",HSS,0.04696575817500257
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",GPS,0.495024946232554
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",BBE,0.17419959245278793
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",EAS,0.27162277885443614
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",CCE,0.258118346290569
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",PMA,0.25114494536457266
05d5eefd-7852-4308-b9ce-a5266994a345,"Ehlmann, Bethany L.",HSS,0.12184295969291256
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",GPS,0.24994583074237262
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",BBE,0.09495041501148384
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",EAS,0.14833925075713003
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",CCE,0.12986671134328487
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",PMA,0.13605628806507167
422f6740-36e8-4603-a84c-cea21204c6f3,"Ehlmann, Bethany",HSS,0.06528493685358866
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",GPS,0.2779335722911934
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",BBE,0.08532550056832397
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",EAS,0.14665972577566364
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",CCE,0.13723276282913138
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",PMA,0.15835593138872944
64950398-485c-48dd-8e59-e2c3c8a0b514,"Ehlmann, B.",HSS,0.06007059956679722
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",GPS,0.18899488332109676
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",BBE,0.11177381459646167
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",EAS,0.1787030690300605
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",CCE,0.153690287082499
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",PMA,0.4513126585710336
e1c6a3c0-d4a0-4f7a-88e5-96e50cc8bad5,"Mei, S.",HSS,0.0883107525536012
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",GPS,0.20556482354380534
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",BBE,0.11499535922174906
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",EAS,0.16751137589124834
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",CCE,0.15522542532497932
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",PMA,0.4829805415945953
7acad957-9a5e-4225-a030-07cdf8a58ad1,"Mei, Simona",HSS,0.08757883127415206
