PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
B	Rousselet, M; Adell, PC; Sheldon, DJ; Boch, J; Schone, H; Saigne, F			IEEE	Rousselet, M.; Adell, P. C.; Sheldon, D. J.; Boch, J.; Schone, H.; Saigne, F.			Use and Benefits of COTS Board Level Testing for Radiation Hardness Assurance	2016 16TH EUROPEAN CONFERENCE ON RADIATION AND ITS EFFECTS ON COMPONENTS AND SYSTEMS (RADECS)			English	Proceedings Paper	16th European Conference on Radiation and its Effects on Components and Systems (RADECS)	SEP 19-23, 2016	Bremen, GERMANY	IEEE, 3D Plus, CERN		COTS; ARM; System level; Radiation; TID	TOOL	New Radiation Hardness Assurance (RHA) approaches to insert commercial-of-the-shelf (COTS) electronics into space systems are studied. This study is based on analyses and board level radiation testing of a carefully selected COTS electronic board with a wide range of key commercial components to identify failure modes. A cost-effective qualification approach based on an iterative workflow is proposed. Use and benefits of this method are discussed.	[Rousselet, M.; Boch, J.; Saigne, F.] Univ Montpellier, CNRS, IES UMR UM 5214, 860 Rue St Priest,Bat 5, F-34097 Montpellier, France; [Adell, P. C.; Sheldon, D. J.; Schone, H.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Rousselet, M (corresponding author), Univ Montpellier, CNRS, IES UMR UM 5214, 860 Rue St Priest,Bat 5, F-34097 Montpellier, France.	rousselet@ies.univ-montp2.fr			Jet Propulsion Laboratory; CNRS-INSIS; Van Allen Foundation	This work was supported by the Jet Propulsion Laboratory. M. Rousselet is funded by the Van Allen Foundation and CNRS-INSIS.		19	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4366-8				2016													5	Engineering, Electrical & Electronic	Engineering	BL4SR	WOS:000450759400026					2020-09-15	
S	Reising, SC; Kangaslahti, P; Schlecht, E; Jiang, J; Bosch-Lluis, X; Ogut, M; Goncharenko, Y; Padmanabhan, S; Cofield, R; Chahat, N; Brown, ST; Deal, W; Zamora, A; Leong, K; Shih, S; Mei, G			IEEE	Reising, Steven C.; Kangaslahti, Pekka; Schlecht, Erich; Jiang, Jonathan; Bosch-Lluis, Xavier; Ogut, Mehmet; Goncharenko, Yuriy; Padmanabhan, Sharmila; Cofield, Richard; Chahat, Nacer; Brown, Shannon T.; Deal, William; Zamora, Alex; Leong, Kevin; Shih, Sean; Mei, Gerry			Tropospheric Water and Cloud ICE (TWICE) Millimeter and Submillimeter-wave Radiometer Instrument for 6U-Class Nanosatellites	2016 41ST INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES (IRMMW-THZ)	International Conference on Infrared Millimeter and Terahertz Waves		English	Proceedings Paper	41st International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)	SEP 25-30, 2016	Copenhagen, DENMARK	DTU, IEEE, QMC Instruments, Danish Ctr Laser Infrastructure, DTU Fotonik, Dept Photon Engn, ARL, Carl Sberg Fdn, AF Off Sci Res, Tech Univ Denmark, IEEE Microwave Theory & Tech Soc, Azpect Photon, Ekspla, Hubner HF Syst Engn, I2S, Laser Quantum, Menlo Syst, Neaspec, Springer, TeraView, Virginia Diodes			MISSION	Global measurements of cloud ice particle size, total ice water content and water vapor content in the upper troposphere are critically needed to improve knowledge of the role of ice clouds in Earth's climate, precipitation and cloud processes. Such observations will enable improvement in cloud and moisture simulations in global climate models as well as precipitation forecasts on a global basis. Measurements at a range of frequencies in the millimeter- and submillimeter-wave frequency range provide sensitivity to ice particle size distribution in the range of tens to hundreds of micrometers. To perform this measurement on a global basis, a new millimeter- and submillimeter-wave instrument is currently under development with suitable mass, power and volume to be deployed on 6U-Class nanosatellites. To achieve miniaturized receivers in this frequency range, InP MMIC technology has been scaled to 25-nm gate length transistors, enabling demonstration of low-noise amplifiers with sufficient gain at frequencies up to 1 THz. This technology is being applied to develop direct-detection submillimeter-wave receivers at 240 GHz, 310 GHz and 670 GHz. InP MMIC technology has also enabled multipliers for local oscillators and subharmonic mixers for temperature and humidity sounding channels near atmospheric absorption lines at 118.75, 183.31 and 380.20 GHz.	[Reising, Steven C.; Bosch-Lluis, Xavier; Ogut, Mehmet; Goncharenko, Yuriy] Colorado State Univ, Microwave Syst Lab, Ft Collins, CO 80523 USA; [Kangaslahti, Pekka; Schlecht, Erich; Jiang, Jonathan; Padmanabhan, Sharmila; Cofield, Richard; Chahat, Nacer; Brown, Shannon T.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Deal, William; Zamora, Alex; Leong, Kevin; Shih, Sean; Mei, Gerry] Northrop Grumman Corp, Redondo Beach, CA 90278 USA	Reising, SC (corresponding author), Colorado State Univ, Microwave Syst Lab, Ft Collins, CO 80523 USA.							9	1	1	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2162-2027		978-1-4673-8485-8	INT CONF INFRA MILLI			2016													2	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG7KC	WOS:000391406200058					2020-09-15	
S	Romanenko, S; Siegel, PH; Pikov, V; Wallace, V			IEEE	Romanenko, Sergii; Siegel, Peter H.; Pikov, Victor; Wallace, Vincent			Alterations in Neuronal Action Potential Shape and Spiking Rate Caused by Pulsed 60 GHz Millimeter Wave Radiation	2016 41ST INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES (IRMMW-THZ)	International Conference on Infrared Millimeter and Terahertz Waves		English	Proceedings Paper	41st International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)	SEP 25-30, 2016	Copenhagen, DENMARK	DTU, IEEE, QMC Instruments, Danish Ctr Laser Infrastructure, DTU Fotonik, Dept Photon Engn, ARL, Carl Sberg Fdn, AF Off Sci Res, Tech Univ Denmark, IEEE Microwave Theory & Tech Soc, Azpect Photon, Ekspla, Hubner HF Syst Engn, I2S, Laser Quantum, Menlo Syst, Neaspec, Springer, TeraView, Virginia Diodes				This study demonstrates effect of 60 GHz radiation applied in a pulsed mode to the finite neuronal network. Short powerful pulses of 50 to 300 msec duration were applied to leech neuronal ganglion and electrophysiological activity of the Retzius cells were recorded via sharp electrodes. Pulses were applied with respect to the natural activity of the tested cell and preconditioned every recorded action potential. Despite fairly low increase of sample's temperature caused by radiation's heating, clear and instant alteration in action potential parameters occurred. Along with that the prolonged utilization of this mode resulted into decrease of action potential spiking rate. Obtained results demonstrate the potential use of sub-terahertz radiation for wireless modulation of neuronal activity.	[Romanenko, Sergii; Siegel, Peter H.] CALTECH, Pasadena, CA 91125 USA; [Romanenko, Sergii; Pikov, Victor] Huntington Med Res Inst, Pasadena, CA 91105 USA; [Romanenko, Sergii; Wallace, Vincent] Univ Western Australia, Perth, WA 6009, Australia	Romanenko, S (corresponding author), CALTECH, Pasadena, CA 91125 USA.; Romanenko, S (corresponding author), Huntington Med Res Inst, Pasadena, CA 91105 USA.; Romanenko, S (corresponding author), Univ Western Australia, Perth, WA 6009, Australia.	sergii.romanenko@uwa.edu.au	Romanenko, Sergii/L-8493-2019; Wallace, Vincent P/A-9320-2012	Romanenko, Sergii/0000-0002-3181-0909; Wallace, Vincent P/0000-0003-3814-5400				9	2	2	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2162-2027		978-1-4673-8485-8	INT CONF INFRA MILLI			2016													2	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG7KC	WOS:000391406200111					2020-09-15	
S	Samoska, LA; Varonen, M; Kangaslahti, P; Fung, A; Gawande, R; Soria, M; Lai, R; Sarkozy, S			IEEE	Samoska, Lorene A.; Varonen, Mikko; Kangaslahti, Pekka; Fung, Andy; Gawande, Rohit; Soria, Mary; Lai, Richard; Sarkozy, Stephen			V-Band MMIC LNAs and Mixers for Observing the Early Universe	2016 41ST INTERNATIONAL CONFERENCE ON INFRARED, MILLIMETER, AND TERAHERTZ WAVES (IRMMW-THZ)	International Conference on Infrared Millimeter and Terahertz Waves		English	Proceedings Paper	41st International Conference on Infrared, Millimeter, and Terahertz Waves (IRMMW-THz)	SEP 25-30, 2016	Copenhagen, DENMARK	DTU, IEEE, QMC Instruments, Danish Ctr Laser Infrastructure, DTU Fotonik, Dept Photon Engn, ARL, Carl Sberg Fdn, AF Off Sci Res, Tech Univ Denmark, IEEE Microwave Theory & Tech Soc, Azpect Photon, Ekspla, Hubner HF Syst Engn, I2S, Laser Quantum, Menlo Syst, Neaspec, Springer, TeraView, Virginia Diodes				We have developed V-Band (50-75 GHz) monolithic millimeter-wave integrated circuit (MMIC) low noise amplifiers using NGC's 35 nm InP HEMT technology. The MMIC LNAs exhibit noise temperatures of 150-270K over the full waveguide band. Subharmonic MMIC mixers were also developed using United Monolithic Semiconductor's GaAs Schottky diode process, and cover V-band with 15-21 dB conversion loss. These components form the front end of receivers that could be used for radio astronomy. While much of V-Band is opaque to the atmosphere, a future space probe to map the intensity of carbon monoxide (CO) in V-band would help astronomers understand the early universe.	[Samoska, Lorene A.; Kangaslahti, Pekka; Fung, Andy; Gawande, Rohit; Soria, Mary] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Varonen, Mikko] Aalto Univ, Espoo, Finland; [Lai, Richard; Sarkozy, Stephen] Northrop Grumman Corp, Redondo Beach, CA 90278 USA	Samoska, LA (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.			Varonen, Mikko/0000-0002-6515-5092				7	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2162-2027		978-1-4673-8485-8	INT CONF INFRA MILLI			2016										10.1109/IRMMW-THz.2016.7758728			2	Engineering, Electrical & Electronic; Physics, Applied	Engineering; Physics	BG7KC	WOS:000391406200389					2020-09-15	
B	Dundar, M; Ehlmann, BL			IEEE	Dundar, Murat; Ehlmann, Bethany L.			RARE JAROSITE DETECTION IN CRISM IMAGERY BY NON-PARAMETRIC BAYESIAN CLUSTERING	2016 8TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)			English	Proceedings Paper	8th Workshop on Hyperspectral Image and Signal Processing - Evolution in Remote Sensing (WHISPERS)	AUG 21-24, 2016	Los Angeles, CA			CRISM; jarosite; rare target detection; non-parametric bayesian; clustering		Discovery of rare phases on Mars is important as they serve as indicators of the geochemistry of the Mars surface and facilitate understanding of mineral assemblages within a geologic unit. Identification of rare minerals in high spatial and spectral resolution Compact Reconnaissance Imaging Spectrometer for Mars (CRISM) visible/shortwave infrared (VSWIR) images has been a challenge due to the presence of both additive and multiplicative noise and other artifacts, affecting all collected images, in addition to the limited spatial extent of regions hosting these minerals. In an effort to automate this task we evaluate various clustering algorithms using the detection of rare jarosite, associated with spectrally similar minerals in CRISM imagery, as a case study. We compare non-parametric Bayesian and standard clustering algorithms and show that a recently developed doubly non-parametric Bayesian model could be effective for this task.	[Dundar, Murat] Indiana Univ Purdue Univ, Comp & Informat Sci Dept, Indianapolis, IN 46202 USA; [Ehlmann, Bethany L.] CALTECH, Jet Prop Lab, Div Geol & Planetary Sci, 4800 Oak Grove Dr, Pasadena, CA 91125 USA	Dundar, M (corresponding author), Indiana Univ Purdue Univ, Comp & Informat Sci Dept, Indianapolis, IN 46202 USA.		Dundar, M. Murat/C-3846-2011		National Science Foundation (NSF)National Science Foundation (NSF) [IIS-1252648]	This research was sponsored by the National Science Foundation (NSF) under Grant Number IIS-1252648 (CAREER). The content is solely the responsibility of the author and does not necessarily represent the official view of NSF		17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0608-3				2016													5	Geography, Physical; Remote Sensing	Physical Geography; Remote Sensing	BJ5JF	WOS:000425944200092					2020-09-15	
B	Fraeman, AA; Ehlmann, BL; Northwood-Smith, GWD; Liu, Y; Wadhwa, M; Greenberger, RN			IEEE	Fraeman, Abigail A.; Ehlmann, Bethany L.; Northwood-Smith, Geraint W. D.; Liu, Yang; Wadhwa, Meenakshi; Greenberger, Rebecca N.			USING VSWIR MICROIMAGING SPECTROSCOPY TO EXPLORE THE MINERALOGICAL DIVERSITY OF HED METEORITES	2016 8TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)			English	Proceedings Paper	8th Workshop on Hyperspectral Image and Signal Processing - Evolution in Remote Sensing (WHISPERS)	AUG 21-24, 2016	Los Angeles, CA			Microimaging spectroscopy; VSWIR spectroscopy; HED meteorites; Vesta; spectral classification	ASTEROID 4 VESTA; OLIVINE; EUCRITE	We use VSWIR microimaging spectroscopy to survey the spectral diversity of HED meteorites at 80-mu m/pixel spatial scale. Our goal in this work is both to explore the emerging capabilities of microimaging VSWIR spectroscopy and to contribute to understanding the petrologic diversity of the HED suite and the evolution of Vesta. Using a combination of manual and automated hyperspectral classification techniques, we identify four major classes of materials based on VSWIR absorptions that include pyroxene, olivine, Febearing feldspars, and glass-bearing/featureless materials. Results show microimaging spectroscopy is an effective method for rapidly and non-destructively characterizing small compositional variations of meteorite samples and for locating rare phases for possible follow-up investigation. Future work will include incorporating SEM/EDS results to quantify sources of spectral variability and placing observations within a broader geologic framework of the differentiation and evolution of Vesta.	[Fraeman, Abigail A.; Ehlmann, Bethany L.; Liu, Yang; Greenberger, Rebecca N.] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA; [Ehlmann, Bethany L.; Northwood-Smith, Geraint W. D.] CALTECH, Pasadena, CA 91125 USA; [Northwood-Smith, Geraint W. D.] Univ Cambridge, Cambridge, England; [Wadhwa, Meenakshi] Arizona State Univ, Tempe, AZ 85287 USA	Fraeman, AA (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.		Northwood, Geraint/AAP-8657-2020		National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA); JPL RTD grant; JPL PDF/RTD program grant	The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration. (c) 2016. All rights reserved. Thanks to a JPL RTD grant to A.A.F. and a JPL PDF/RTD program grant to B.L.E. and D. Blaney for partial support of this work and to G. Rossman for providing samples.		17	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0608-3				2016													5	Geography, Physical; Remote Sensing	Physical Geography; Remote Sensing	BJ5JF	WOS:000425944200149					2020-09-15	
B	Greenberger, RN; Ehlmann, BL; Jewell, PW; Birgenheier, LP; Green, RO			IEEE	Greenberger, Rebecca N.; Ehlmann, Bethany L.; Jewell, Paul W.; Birgenheier, Lauren P.; Green, Robert O.			DETECTION OF ORGANIC-RICH OIL SHALES OF THE GREEN RIVER FORMATION, UTAH, WITH GROUND-BASED IMAGING SPECTROSCOPY	2016 8TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)			English	Proceedings Paper	8th Workshop on Hyperspectral Image and Signal Processing - Evolution in Remote Sensing (WHISPERS)	AUG 21-24, 2016	Los Angeles, CA			imaging spectroscopy; hyperspectral; oil shale; Green River Formation; sequence stratigraphy	REFLECTANCE SPECTROSCOPY; HYDROCARBONS; MINERALS; SANDS	Oil shales contain abundant immature organic matter and are a potential unconventional petroleum resource. Prior studies have used visible/shortwave infrared imaging spectroscopy to map surface exposures of deposits from satellite and airborne platforms and image cores in the laboratory. Here, we work at an intermediate, outcrop-scale, testing the ability of field-based imaging spectroscopy to identify oil shale strata and characterize the depositional environments that led to enrichment of organic matter in sedimentary rocks within the Green River Formation, Utah, USA. The oil shale layers as well as carbonates, phyllosilicates, gypsum, hydrated silica, and ferric oxides are identified in discrete lithologic units and successfully mapped in the images, showing a transition from siliciclastic to carbonate-and organic-rich rocks consistent with previous stratigraphic studies conducted with geological fieldwork.	[Greenberger, Rebecca N.; Ehlmann, Bethany L.; Green, Robert O.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Ehlmann, Bethany L.] CALTECH, Div Geol & Planetary Sci, 1200 E Calif Blvd, Pasadena, CA 91125 USA; [Jewell, Paul W.; Birgenheier, Lauren P.] Univ Utah, Dept Geol & Geophys, 115 S 1460 East, Salt Lake City, UT 84112 USA	Greenberger, RN (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Rebecca.N.Greenberger@jpl.nasa.gov			NASANational Aeronautics & Space Administration (NASA); Utah Geological Survey; NASA Planetary Major Equipment grant [NNX13AG74G]; Rose Hills Foundation	We thank Jen Morris and Julia Howe for field assistance. RNG was supported by an appointment to the NASA Postdoctoral Program at the Jet Propulsion Laboratory, California Institute of Technology, administered by Universities Space Research Association under contract with NASA, and PJW and LPB were partially supported by a 2014-2015 grant from the Utah Geological Survey. A NASA Planetary Major Equipment grant (NNX13AG74G) and Rose Hills Foundation grant provided partial support to BLE for purchase of the imaging spectrometer system. (c) 2016. All rights reserved.		25	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0608-3				2016													5	Geography, Physical; Remote Sensing	Physical Geography; Remote Sensing	BJ5JF	WOS:000425944200152					2020-09-15	
B	Leask, EK; Ehlmann, BL			IEEE	Leask, Ellen K.; Ehlmann, Bethany L.			IDENTIFYING AND QUANTIFYING MINERAL ABUNDANCE THROUGH VSWIR MICROIMAGING SPECTROSCOPY: A COMPARISON TO XRD AND SEM	2016 8TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)			English	Proceedings Paper	8th Workshop on Hyperspectral Image and Signal Processing - Evolution in Remote Sensing (WHISPERS)	AUG 21-24, 2016	Los Angeles, CA			Imaging spectroscopy; quantitative mineralogy; Mars analogue; petrology; planetary instruments	REFLECTANCE; SPECTROMETER	Visible-shortwave infrared microimaging reflectance spectroscopy is a new technique to identify minerals, quantify abundances, and assess textural relationships at sub-millimetre scale without destructive sample preparation. Here we used a prototype instrument to image serpentinized igneous rocks and carbonate-rich travertine deposits to evaluate performance, relative to traditional techniques: XRD (mineralogical analysis of bulk powders with no texture preservation) and SEM/EDS (analysis of phases and textures using chemical data from polished thin sections). VSWIR microimaging spectroscopy is ideal for identifying spatially coherent rare phases, below XRD detection limits. The progress of alteration can also be inferred from spectral parameters and may correspond to phases that are amorphous in XRD. However, VSWIR microimaging spectroscopy can sometimes be challenging with analyses of very dark materials (reflectance < 0.05) and mineral mixtures occurring at a spatial scales multiple factors below the pixel size. Abundances derived from linear unmixing typically agree with those from XRD and EDS within similar to 10%.	[Leask, Ellen K.; Ehlmann, Bethany L.] CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA; [Ehlmann, Bethany L.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Leask, EK (corresponding author), CALTECH, Div Geol & Planetary Sci, Pasadena, CA 91125 USA.				NASA Mars Fundamental Research Program grant [NNX12AB42G]; JPL-RTD/PDF; Rose Hills Foundation	Thanks to A. Fraeman, C. Sanders, and B. Van Gorp for assistance with sample data acquisition and to the entire JPL UCIS team. This work was partially supported by a NASA Mars Fundamental Research Program grant (#NNX12AB42G) to B.L.E., a JPL-RTD/PDF to B.L.E. and D. Blaney, and a private grant to Caltech from the Rose Hills Foundation.		15	0	0	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0608-3				2016													5	Geography, Physical; Remote Sensing	Physical Geography; Remote Sensing	BJ5JF	WOS:000425944200119					2020-09-15	
B	Witkosky, RD; Adams, P; Akciz, S; Buckland, K; Harvey, J; Johnson, P; Lynch, DK; Sousa, F; Stock, J; Tratt, D			IEEE	Witkosky, Ryan D.; Adams, Paul; Akciz, Sinan; Buckland, Kerry; Harvey, Janet; Johnson, Pat; Lynch, David K.; Sousa, Frank; Stock, Joann; Tratt, David			GEOLOGIC SWATH MAP OF THE LAVIC LAKE FAULT FROM AIRBORNE THERMAL HYPERSPECTRAL IMAGERY	2016 8TH WORKSHOP ON HYPERSPECTRAL IMAGE AND SIGNAL PROCESSING: EVOLUTION IN REMOTE SENSING (WHISPERS)			English	Proceedings Paper	8th Workshop on Hyperspectral Image and Signal Processing - Evolution in Remote Sensing (WHISPERS)	AUG 21-24, 2016	Los Angeles, CA			Hector Mine earthquake; Lavic Lake fault; Mako; airborne thermal imaging; classification map	HECTOR MINE EARTHQUAKE; CALIFORNIA; INSAR	The 1999 Hector Mine earthquake on the Lavic Lake fault produced a maximum right-lateral displacement of similar to 5 m, but the long-term cumulative offset remains unresolved. To identify bedrock that has been offset by the fault, we produced a swath map from airborne hyperspectral imagery. High spatial and spectral resolution, along with a lack of significant vegetation cover helped us differentiate lithologic units and create a geologic map with supervised and unsupervised classifications. Supervised classifications over a small test site had an overall accuracy of 71 +/- 1%, and some of the boundaries between units in our unsupervised classification correlate well with lithologic boundaries from a previously published geologic map that covers the same area. Our geologic fault swath map will help to resolve the total tectonic offset of bedrock along the Lavic Lake fault.	[Witkosky, Ryan D.; Sousa, Frank; Stock, Joann] CALTECH, Div Geol & Planetary Sci, 1200 E Calif Blvd,MC 170-25, Pasadena, CA 91125 USA; [Adams, Paul; Buckland, Kerry; Johnson, Pat; Lynch, David K.; Tratt, David] Aerosp Corp, 2310 E El Segundo Blvd, El Segundo, CA 90245 USA; [Akciz, Sinan] Univ Calif Los Angeles, Dept Earth Planetary & Space Sci, 595 Charles Young Dr East,Box 951567, Los Angeles, CA 90095 USA	Witkosky, RD (corresponding author), CALTECH, Div Geol & Planetary Sci, 1200 E Calif Blvd,MC 170-25, Pasadena, CA 91125 USA.		Tratt, David M/A-7884-2009	Tratt, David M/0000-0002-3942-6848	National Science Foundation (NSF)National Science Foundation (NSF) [1144469]; Southern California Earthquake Center (SCEC) [14160]; NSFNational Science Foundation (NSF) [EAR-1033462]; United States Geological SurveyUnited States Geological Survey [G12AC20038]; Aerospace Corporation's Independent Research and Development program	This material is based on work supported by the National Science Foundation (NSF) Graduate Research Fellowship under Grant no. 1144469, and also by Southern California Earthquake Center (SCEC) Award no. 14160 (Contribution no. 6185). SCEC is funded by NSF Cooperative Agreement EAR-1033462 & United States Geological Survey Cooperative Agreement G12AC20038. Mako airborne hyperspectral imagery was acquired under the auspices of the Aerospace Corporation's Independent Research and Development program. We thank K. Hudnut and K. Scharer for intellectual support in preparing this manuscript, and we thank the Marine Corps Air Ground Combat Center in Twentynine Palms, California, for allowing access to the military base. R. Witkosky thanks C. Rains for help in editing and improving this manuscript.		17	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-0608-3				2016													5	Geography, Physical; Remote Sensing	Physical Geography; Remote Sensing	BJ5JF	WOS:000425944200114					2020-09-15	
S	Wang, YS; Matni, N			IEEE	Wang, Yuh-Shyang; Matni, Nikolai			Localized LQG Optimal Control for Large-Scale Systems	2016 AMERICAN CONTROL CONFERENCE (ACC)	Proceedings of the American Control Conference		English	Proceedings Paper	American Control Conference (ACC)	JUL 06-08, 2016	Boston, MA	Amer Automat Control Council				This paper poses and solves the localized linear quadratic Gaussian (LLQG) optimal control problem. In particular, we show that for large-scale localizable systems, that is to say systems for which the closed loop effect of each disturbance can be contained to within a local neighborhood despite communication delays between sub-controllers, the synthesis and implementation of a LLQG optimal controller can be performed in a scalable way. We combine our prior results on the state-feedback version of this problem with the alternating direction method of multipliers (ADMM) algorithm formulate a synthesis algorithm that can be solved in a distributed fashion, with each subsystem solving a problem of constant dimension independent of the global problem size. The result is a controller synthesis and implementation scheme that can scale to systems of arbitrary dimension, subject to certain conditions on the communication, actuation and sensing schemes holding. Simulations show that for some systems, the LLQG optimal controller can achieve transient performance similar to that of a centralized H-2 optimal controller. We also demonstrate our algorithm on a system with about 10(4) states composed of heterogeneous and dynamically coupled subsystems - here the distributed and centralized optimal	[Wang, Yuh-Shyang; Matni, Nikolai] CALTECH, Dept Control & Dynam Syst, Pasadena, CA 91125 USA	Wang, YS (corresponding author), CALTECH, Dept Control & Dynam Syst, Pasadena, CA 91125 USA.	yswang@caltech.edu; nmatni@caltech.edu			NSF NetSENational Science Foundation (NSF)NSF - Directorate for Computer & Information Science & Engineering (CISE); AFOSRUnited States Department of DefenseAir Force Office of Scientific Research (AFOSR); U.S. Army Research Office [W911NF-09-0001]; MURIs "Scalable, Data-Driven, and Provably-Correct Analysis of Networks" (ONR) and "Tools for the Analysis and Design of Complex Multi-Scale Networks" (ARO).	This research was in part supported by NSF NetSE, AFOSR, the Institute for Collaborative Biotechnologies through grant W911NF-09-0001 from the U.S. Army Research Office, and from MURIs "Scalable, Data-Driven, and Provably-Correct Analysis of Networks" (ONR) and "Tools for the Analysis and Design of Complex Multi-Scale Networks" (ARO). The content does not necessarily reflect the position or the policy of the Government, and no official endorsement should be inferred.		21	5	5	1	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	0743-1619	2378-5861	978-1-4673-8682-1	P AMER CONTR CONF			2016							1954	1961					8	Automation & Control Systems	Automation & Control Systems	BG3XW	WOS:000388376102003					2020-09-15	
