PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Osmanoglu, B; Painter, TH; Shean, D; Arendt, A; Kargel, J; Margulis, SA			IEEE	Osmanoglu, Batuhan; Painter, Thomas H.; Shean, David; Arendt, Anthony; Kargel, Jeffrey; Margulis, Steven A.			REMOTE SENSING OF THE CRYOSPHERE IN HIGH MOUNTAIN ASIA	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		High Mountain Asia; Glaciers; Cryosphere; Remote Sensing	SEA-LEVEL RISE; GLACIER INVENTORY; SATELLITE IMAGERY; ICE LOSS; ANTARCTICA; PIPELINE; MODELS; ALASKA	High Mountain Asia (HMA), often referred to as the "third pole" of the world because its high elevation glaciers, contains the largest amount of fresh water outside the polar ice sheets. The region's hydrology is strongly controlled by variations in the timing and distribution of runoff from snow and glacier melt. Recent improvements in remote sensing technologies and atmospheric / land surface models provides new approaches for assessing the HMA cryosphere. A recently-funded NASA program aims to apply these tools to advance understanding of HMA cryospheric processes. Here we present an overview of planned team activities during the three-year project.	[Osmanoglu, Batuhan] NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA; [Painter, Thomas H.] Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Shean, David; Arendt, Anthony] Univ Washington, Appl Phys Lab, Seattle, WA 98115 USA; [Kargel, Jeffrey] Univ Arizona, Dept Hydrol & Atmospher Sci, Tucson, AZ 85721 USA; [Margulis, Steven A.] Univ Calif Los Angeles, Dept Civil & Environm Engn, Los Angeles, CA 90095 USA	Osmanoglu, B (corresponding author), NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA.		Painter, Thomas/AAC-9493-2019	Painter, Thomas/0000-0002-7963-5812; Shean, David/0000-0003-3840-3860				26	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2813	2816					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954602239					2020-09-09	
S	Lei, Y; Siqueira, P; Torbick, N; Chowdhury, D; Salas, W; Treuhaft, R			IEEE	Lei, Yang; Siqueira, Paul; Torbick, Nathan; Chowdhury, Diya; Salas, William; Treuhaft, Robert			LARGE-SCALE PRODUCT OF FOREST HEIGHT USING A NEW APPROACH FROM SPACBORNE REPEAT-PASS SAR INTERFEROMETRY AND LIDAR	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		spaceborne; SAR; interferometry; repeat-pass; forest height; large-scale	INSAR CORRELATION MAGNITUDE; L-BAND; MODEL	Spaceborne SAR interferometry (InSAR) has the potential of mapping the forest height on a global scale and a monthly/weekly basis, which can improve our understanding of the global carbon dynamics. In previous work, repeat-pass SAR interferometry from spaceborne sensors is utilized to create large-scale forest height maps based on a newly developed approach. This paper thus serves as a summary paper and also sheds light on the future directions with improved results. In particular, it will be shown that repeat-pass SAR interferometry is able to create a large-scale (11.6 million hectares) forest height mosaic product with RMSE <= 4 m for forest stands on the order of 6 hectares over both the flat and mountainous areas in New England, US through using the past and current spaceborne repeat-pass InSAR observations (i.e. JAXA's ALOS-1 and ALOS-2) combined with sparse airborne lidar training samples (44,000 hectares). Moreover, the results and performance of this approach can be remarkably improved with several enhancement techniques that can be easily satisfied with the use of future spaceborne repeat-pass InSAR and lidar missions (e.g. NASA-ISRO's NISAR and NASA's GEDI). The methodology described in this paper can be considered as a complimentary tool to the existing PolInSAR technique when single-pass full/dual-pol data are not available and/or the underlying topography is complicated.	[Lei, Yang; Treuhaft, Robert] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Siqueira, Paul] Univ Massachusetts, Amherst, MA 01003 USA; [Torbick, Nathan; Chowdhury, Diya; Salas, William] Appl GeoSolut, Newmarket, NH 03857 USA	Lei, Y (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.				NASANational Aeronautics & Space Administration (NASA)	The authors thank Piyush Agram and Marco Lavalle from the ISCE developer team at NASA JPL for the valuable discussions and generous support on InSAR processing of ALOS-1 and ALOS-2 data using the ISCE software package. Our gratitude also goes to Tracy Whelen at the UMass Amherst for developing the FSH software, as well as to Stephen Hagen at Applied GeoSolutions for the support on the lidar2dems software. This work is supported by an appointment to the NASA Postdoctoral Program at the Jet Propulsion Laboratory, California Institute of Technology administered by USRA under contract with NASA.		7	0	0	1	5	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2875	2878					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954602254					2020-09-09	
S	Huang, HT; Tsang, L; Njoku, EG; Colliander, A			IEEE	Huang, Huanting; Tsang, Leung; Njoku, Eni G.; Colliander, Andreas			A NEW VEGETATION MODEL BASED ON NUMERICAL 3D SOLUTIONS OF MAXWELL EQUATIONS	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		NMM3D; vegetation; scattering; Foldy-Lax; multiple scattering; full wave simulation	SCATTERING; BACKSCATTERING; RETRIEVAL	We study the scattering of a vegetation canopy consisting of a large number of thin cylindrical scatterers using Numerical Maxwell Model in 3D Simulations (NMM3D). The full wave approach for solving Maxwell equations is based on the Foldy-Lax multiple scattering equations (FL) combined with the Method of Moments for bodies of revolution (BOR). The accuracy of the method FL-BOR is first validated by comparing with the results from the commercial software HFSS for the two and five cylinders' cases. Next, the transmission through a vegetation canopy of cylindrical scatterers is calculated using Monte Carlo simulation where the cylinders, as many as 500, are generated in each realization and the scattering is solved by FL-BOR with exact solutions of the matrix equation. The results of transmission at C-band are compared with those from the distorted Born approximation (DBA) where the attenuation rate < K-e > is computed using Foldy's approximation. In NMM3D simulations, the transmission is calculated without the need of defining or calculating the attenuation rate. Two cases are studied: (a) short cylinders where the cylinder lengths are much smaller than the layer thickness and are randomly distributed in 3D in the vegetation layer, and (b) long cylinders where the cylinder lengths are the same as the thickness of the vegetation layer. Case (b) represents several vegetation types and also part of other vegetation types. The results of case (b) show there are significant differences of transmission, as much as 6 dB, from that of DBA.	[Huang, Huanting; Tsang, Leung] Univ Michigan, Dept Elect Engn & Comp Sci, Radiat Lab, Ann Arbor, MI 48109 USA; [Njoku, Eni G.; Colliander, Andreas] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Huang, HT (corresponding author), Univ Michigan, Dept Elect Engn & Comp Sci, Radiat Lab, Ann Arbor, MI 48109 USA.							8	1	1	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2903	2906					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954602261					2020-09-09	
S	Tang, WQ; Yueh, S; Fore, A; Hayashi, A			IEEE	Tang, Wenqing; Yueh, Simon; Fore, Alexander; Hayashi, Akiko			L-BAND MICROWARE SIGNATURE VARIATION WITH SEA SURFACE TEMPERATURE AND ITS IMPLICATION ON AQUARIUS SEA SURFACE SALINITY RETRIEVAL	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		Aquarius; radar; radiometer; sea surface salinity retrieval; sea surface temperature; L-band; surface roughness	DIELECTRIC-CONSTANT; WATER	The objective of this study is to investigate the effect of sea surface temperature (SST) on L-band microwave measurements and its implication on sea surface salinity (SSS) retrieval. Of particular interest is in the cold & fresh water where large SSS retrieval errors exist in comparison with Argo data. We found systematic SST dependence in Aquarius radar backscatter sigma(o) and radiometer excess emissivity Delta e, with the emissivity of specular surface estimated using collocated HYCOM SSS and NCEP or SSMI/S wind. In the cold water under medium to high wind, so and Delta e show opposite trend on SST: sigma(o) reduces while Delta e enhances by more than 10% relative to their corresponding values at the reference SST (15 degrees C). The geographical distribution of matchups with SST<5 degrees C & wind speed between 5-20 m s(-1) show that data collected under these conditions are coincident with the area where dSSS (= SSS-S-Argo) is largely positive. This is consistent with the SST trend observed in sigma(o), which would result in overestimation in roughness if the SST effect not considered. However, the enhanced Delta e in cold water is puzzling because it would cause even higher value for SSS retrieval if modeled as roughness. SSS retrieved with SST correction reduces bias but results on error improvement is mixed. We hypothesis there is an unknown defect in the dielectric constant model for cold water and propose an empirical correction for the Aquarius SSS retrieval.	[Tang, Wenqing; Yueh, Simon; Fore, Alexander; Hayashi, Akiko] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Tang, WQ (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.		Fore, Alexander/M-4439-2019					9	0	0	1	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2927	2930					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603006					2020-09-09	
S	Martinez, J; Olmedo, E; Gonzalez-Gambau, V; Turiel, A; Yueh, S			IEEE	Martinez, Justino; Olmedo, Estrella; Gonzalez-Gambau, Veronica; Turiel, Antonio; Yueh, Simon			BLENDED SMOS-SMAP SSS PRODUCT IN MARGINAL SEAS	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		SMOS; SMAP; fusion; radiometry; Brightness; Temperature; Sea Surface Salinity; marginal seas	SURFACE SALINITY; RETRIEVAL	A new debiased non-Bayesian methodology has demonstrated to be very effective for the retrieval of Sea Surface Salinity (SSS) from brightness temperature (T-B) measured by Soil Moisture and Ocean Salinity (SMOS) interferometric radiometer. Applying this methodology it is possible to retrieve SSS values in marginal seas or cold waters where the operational retrieval does not. Another important improvement is the possibility of defining a SMOS-based climatology to characterize spatial biases. Recently, using data from the Soil Moisture Active Passive (SMAP) mission, JPL has started to produce a new 9-km resolution T-B product. The existence of such product offers the possibility of increasing the spatial resolution and quality of the mentioned SMOS SSS product using fusion techniques. The aim of this work is to produce high resolution SSS maps in marginal seas derived from the fusion of SMAP 9-km T-B and SMOS non-Bayesian debiased SSS products.	[Martinez, Justino; Olmedo, Estrella; Gonzalez-Gambau, Veronica; Turiel, Antonio] CSIC, Inst Marine Sci, Dept Phys Oceanog, Barcelona, Spain; [Martinez, Justino; Olmedo, Estrella; Gonzalez-Gambau, Veronica; Turiel, Antonio] Barcelona Expert Ctr, Passeig Maritim Barceloneta 37-49, Barcelona 08003, Spain; [Yueh, Simon] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Martinez, J (corresponding author), CSIC, Inst Marine Sci, Dept Phys Oceanog, Barcelona, Spain.; Martinez, J (corresponding author), Barcelona Expert Ctr, Passeig Maritim Barceloneta 37-49, Barcelona 08003, Spain.		Martinez, Justino/H-2840-2012; Turiel, Antonio M/A-7936-2008	Martinez, Justino/0000-0002-4749-0292; Turiel, Antonio M/0000-0001-6103-224X	Ministry of Economy and Competitiviness, Spain, through the National R+D Plan under PROMISES Project [ESP2015-67549-C3-R]	This work was supported by the Ministry of Economy and Competitiviness, Spain, through the National R+D Plan under PROMISES Project ESP2015-67549-C3-R and previous grants.		13	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2931	2934					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603007					2020-09-09	
S	Warnock, AM; Ruf, CS; Morris, M			IEEE	Warnock, April M.; Ruf, Christopher S.; Morris, Mary			STORM SURGE PREDICTION WITH CYGNSS WINDS	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		Surge; Ocean winds; satellites		The NASA Earth Venture Cyclone Global Navigation Satellite System (CYGNSS) is a constellation of eight observatories in a 35 degrees inclination, similar to 530 km altitude Earth orbit. Each observatory carries a 4-channel bistatic wind scatterometer receiver. Measurements of the ocean surface scattering cross section are converted to 10 meter-referenced wind speed. The mission improves the temporal sampling of winds in tropical cyclones (TCs) with a revisit time of 2.8 hours (median) and 7.2 hours (mean) at all locations between 38 deg North and 38 deg South latitude. Operation at the 1575 MHz GPS L1 frequency permits wind measurements in the TC inner core that are often obscured from other spaceborne remote sensing instruments by intense precipitation in the eye wall and inner rain bands. The potential for improved storm surge forecast skill is examined using simulated CYGNSS science data products for Hurricane Irene. We present and compare ADCIRC 2DDI storm surge hindcasting results of Hurricane Irene using four meteorological forcing scenarios: 1) "True" meteorological data obtained from HWRF reanalysis runs; 2) "Worst-case forecast" using low-resolution NOGAPS forecast wind and pressures; 3) "Best-case forecast" using high-resolution HWRF forecast winds and pressures; and 4) a simulated "CYGNSS forecast" with wind field given by a parameterized model trained using CYGNSS-derived values for the maximum wind speed and radius of maximum winds. The results suggest that the improved temporal resolution of the CYGNSS-derived winds has a positive impact on storm surge modeling predictions.	[Warnock, April M.] SRI Int, Ann Arbor, MI 48105 USA; [Ruf, Christopher S.] Univ Michigan, Ann Arbor, MI 48109 USA; [Morris, Mary] NASA, Jet Prop Lab, Pasadena, CA USA	Ruf, CS (corresponding author), Univ Michigan, Ann Arbor, MI 48109 USA.	cruf@umich.edu	Ruf, Christopher/I-9463-2012					11	0	1	1	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							2975	2978					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603019					2020-09-09	
S	Middleton, EM; Campbell, PKE; Ong, L; Landis, DR; Zhang, QY; Neigh, CS; Huemmrich, KF; Ungar, SG; Mandl, DJ; Frye, SW; Ly, VT; Cappelaere, PG; Chien, SA; Franks, S; Pollack, NH			IEEE	Middleton, Elizabeth M.; Campbell, Petya K. E.; Ong, Lawrence; Landis, David R.; Zhang, Qingyuan; Neigh, Christopher S.; Huemmrich, K. Fred; Ungar, Stephen G.; Mandl, Daniel J.; Frye, Stuart W.; Ly, Vuong T.; Cappelaere, Patrice G.; Chien, Steve A.; Franks, Shannon; Pollack, Nathan H.			HYPERION: THE FIRST GLOBAL ORBITAL SPECTROMETER, EARTH OBSERVING-1 (EO-1) SATELLITE (2000-2017)	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		EO-1; Hyperion; spectrometry; spectral indices; HyspIRI	IMAGING SPECTROSCOPY; SPACE	In February 2017, the Earth Observing One (EO-1) satellite mission successfully completed sixteen years and three months of Earth imaging by its two unique instruments, the Hyperion and the Advanced Land Imager (ALI). Both instruments have served as prototypes for new orbital sensors. Hyperion has provided the only available global sample of the Earth's surface with: (i) passive optical mid-morning observations at moderate spatial resolution (30 m) to match the Landsat series; and (ii) spectral coverage over almost the full optical spectrum in 10 nm contiguous bands, in visible through shortwave infrared (VSWIR, 0.4-2.5 mu m) wavelengths. Consequently, Hyperion is a heritage platform for future full-spectrum VSWIR orbital spectrometers, including the German mission, EnMAP (2019), and the NASA pre-Phase A (yet unscheduled) mission, the Hyperspectral InfraRed Imager (HyspIRI), defined by the 2007 Decadal Survey conducted by the US National Research Council. We provide an overview of the mission's lifetime and Hyperion's scientific and application accomplishments, including calibration & validation activities, data quality evaluations during end of mission precession changes to the orbit and overpass time, and the development of a user-friendly science quality archive.	[Middleton, Elizabeth M.; Neigh, Christopher S.; Mandl, Daniel J.; Ly, Vuong T.] NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA; [Campbell, Petya K. E.; Huemmrich, K. Fred] Univ Maryland Baltimore Cty, Baltimore, MD 21250 USA; [Ong, Lawrence; Pollack, Nathan H.] Sci Syst & Applicat Inc, Lanham, MD 20706 USA; [Landis, David R.] Global Sci & Technol, Greenbelt, MD 20770 USA; [Zhang, Qingyuan; Ungar, Stephen G.] Univ Space Res Assoc, Columbia, MD 21044 USA; [Frye, Stuart W.; Franks, Shannon] SGT Inc, Greenbelt, MD 20770 USA; [Cappelaere, Patrice G.] Arctic Slope Tech Serv Inc, Beltsville, MD 20705 USA; [Chien, Steve A.] NASA, Jet Prop Lab, Pasadena, CA 91109 USA	Middleton, EM (corresponding author), NASA, Goddard Space Flight Ctr, Greenbelt, MD 20771 USA.	Elizabeth.M.Middleton@nasa.gov	Campbell, Petya K. E./G-4931-2013; Neigh, Christopher SR/D-4700-2012; Neigh, Christopher/AAR-8780-2020	Campbell, Petya K. E./0000-0002-0505-4951; Neigh, Christopher SR/0000-0002-5322-6340; Neigh, Christopher/0000-0002-5322-6340				14	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							3039	3042					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603034					2020-09-09	
S	Turpie, K; Ackleson, S; Bell, T; Dierssen, H; Goodman, J; Green, R; Guild, L; Hochberg, E; Klemas, VV; Lavender, S; Lee, C; Moisan, T; Muller-Karger, F; Ortiz, J; Palacios, S; Thompson, DR; Zimmerman, R			IEEE	Turpie, Kevin; Ackleson, Steven; Bell, Thomas; Dierssen, Heidi; Goodman, James; Green, Robert; Guild, Liane; Hochberg, Eric; Klemas, Victor V.; Lavender, Samantha; Lee, Christine; Moisan, Tiffany; Muller-Karger, Frank; Ortiz, Joseph; Palacios, Sherry; Thompson, David R.; Zimmerman, Richard			SPECTROSCOPY FOR GLOBAL OBSERVATION OF COASTAL AND INLAND AQUATIC HABITATS	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience and Remote Sensing Symposium (IGARSS)	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		Coastal and Inland Aquatic Habitats; Remote Sensing; Imaging Spectroscopy; Hyperspectral Data; Mission Design	CLIMATE-CHANGE; SPECTROMETER	There is a pressing need to globally inventory and assess coastal and inland aquatic habitats; extremely valuable and productive regions that are vulnerable to global anthropogenic pressures and climatic change. Basic information about sessile communities (wetlands, coral reefs, and sea grasses) includes mapping their extent and distribution, which can be gleaned from spectral surface reflectance imagery at high spatial resolution, but moderate temporal resolution. Moderate to high temporal resolution is also required for detailed observations of sessile community change (e.g., phenology, disturbance) and high temporal resolution is required for environmental changes in the surrounding water, phytoplankton concentration and composition, and concentrations of sediment or chromophoric dissolved organic matter (CDOM). Current and upcoming satellite missions and technology could meet spatial and spectral challenges. Multiple orbiting and airborne platforms, along with a network of in situ measurements, could provide a more complete picture of how these vital resources are changing. This paper provides an overview of these resources.	[Turpie, Kevin] Univ Maryland Baltimore Cty, Baltimore, MD 21228 USA; [Ackleson, Steven] Naval Res Lab, Washington, DC 20375 USA; [Bell, Thomas] Univ Calif Santa Barbara, Santa Barbara, CA 93106 USA; [Dierssen, Heidi] Univ Connecticut, Storrs, CT 06269 USA; [Goodman, James] HySpeed Comp LLC, Miami, FL USA; [Green, Robert; Lee, Christine; Thompson, David R.] NASA, Jet Prop Lab, Pasadena, CA 91109 USA; [Guild, Liane] NASA, Ames Res Ctr, Mountain View, CA USA; [Hochberg, Eric] Bermuda Inst Ocean Sci, St Georges, Bermuda; [Klemas, Victor V.] Univ Delaware, Newark, DE 19716 USA; [Lavender, Samantha] Pixalytics Ltd, Plymouth, Devon, England; [Moisan, Tiffany] NASA, Wallops Flight Facil, Wallops Isl, VA 23337 USA; [Muller-Karger, Frank] Univ S Florida, Tampa, FL 33620 USA; [Ortiz, Joseph] Kent State Univ, Kent, OH 44242 USA; [Palacios, Sherry] Bay Area Environm Res Inst, Petaluma, CA USA; [Zimmerman, Richard] Old Dominion Univ, Norfolk, VA 23529 USA	Turpie, K (corresponding author), Univ Maryland Baltimore Cty, Baltimore, MD 21228 USA.			Hochberg, Eric/0000-0001-5400-9252				35	0	0	0	5	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							3051	3054					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603037					2020-09-09	
S	Thompson, DR; Bue, BD; Green, RO; Natraj, V			IEEE	Thompson, David R.; Bue, Brian D.; Green, Robert O.; Natraj, Vijay			ON OPTIMAL ESTIMATION THEORY FOR ATMOSPHERIC CORRECTION IN VSWIR IMAGING SPECTROSCOPY	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		Optimal Estimation; Atmospheric Correction; Imaging Spectroscopy	RETRIEVAL ALGORITHM; ABUNDANCES; CO2	Conventional VSWIR imaging spectrometer atmospheric correction evolved from multi-band approaches and generally does not exploit the full spectral measurement. We hypothesize that a pure spectroscopic approach can improve atmospheric inversion accuracy to minimize regional biases in global-scale investigations. Such techniques are pervasive in atmospheric remote sounding disciplines, where Optimal Estimation (OE) retrieval theory (Rodgers et al., 2000) inverts a radiance spectrum to recover a consistent physical model incorporating, for example, aerosol and H2O, the interactions between scattering, absorption, and the coupling between surface reflectance and atmosphere. This enables a statistically rigorous treatment of uncertainty with the potential to recover information on spectrally-broad signals. Here we demonstrate a proof of concept that overcomes the primary computational roadblock of these methods: fast execution of line-by-line Radiative Transfer (RT) models. Neural Network (NN) emulation can replicate the results of the MODTRAN 6.0 line-by-line A-band model to high accuracy and a five order of magnitude improvement in execution time. This demonstrates potential for OE to provide significant advances in the accuracy and modeling power of VSWIR atmospheric correction.	[Thompson, David R.; Bue, Brian D.; Green, Robert O.; Natraj, Vijay] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Thompson, DR (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.							11	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							3063	3065					3	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603040					2020-09-09	
S	Green, RO			IEEE	Green, Robert O.		Campaign Team	NEW MEASUREMENTS OF THE EARTH'S SPECTROSCOPIC DIVERSITY ACQUIRED DURING THE AVIRIS-NG CAMPAIGN TO INDIA	2017 IEEE INTERNATIONAL GEOSCIENCE AND REMOTE SENSING SYMPOSIUM (IGARSS)	IEEE International Symposium on Geoscience and Remote Sensing IGARSS		English	Proceedings Paper	IEEE International Geoscience & Remote Sensing Symposium	JUL 23-28, 2017	Fort Worth, TX	Institute of Elect & Electron Engineers Geoscience & Remote Sensing Soc, IEEE, IEEE GRSS		Imaging Spectroscopy; AVIRIS-NG; India; Asian Environments		In the Northern winter of 2015/16 the Airborne Visible/Infrared Imaging Spectrometer Next Generation (AVIRIS-NG) acquired measurements in India. The measurements were collected as part of a joint campaign between National Aeronautics and Space Administration (NASA) and the Indian Space Research Organization (ISRO) to foster research with imaging spectroscopy in a set of new diverse and unique environments. A total of 317 flight lines covering 57 sites were acquired. All measurements have been calibrated to radiance and a baseline atmospheric correction has also been applied to generate a reflectance product. Both the radiance and atmospherically corrected reflectance measurements are now available to support the science and applications research phase of the campaign.	[Green, Robert O.; Campaign Team] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA	Green, RO (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.							4	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2153-6996		978-1-5090-4951-6	INT GEOSCI REMOTE SE			2017							3066	3069					4	Geosciences, Multidisciplinary; Remote Sensing	Geology; Remote Sensing	BJ6TY	WOS:000426954603041					2020-09-09	
