PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Hegedus, AM; Soriano, MA; Kurum, A; Kasper, JC			IEEE	Hegedus, Alexander M.; Soriano, Melissa A.; Kurum, Andy; Kasper, Justin C.			Correlators for Synthetic Apertures in Space	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				In this paper we analyze existing technology and simulate possible work flows to find the best hardware and data processing strategies for the position solving and correlation steps of space based radio arrays at various scales. Such arrays are composed of many free flying spacecraft, and accurate knowledge of their relative positions is necessary for proper data analysis. By using signals from existing Global Navigation Satellite System (GNSS) satellites, each individual spacecraft may record data that can be used to solve for precise orbit determination (POD) solutions to determine the relative propagation delays between each spacecraft pair. Any errors in the position are translated into phase error of the complex correlation data. The acceptable limits of error in position before harming the localization of the radio array are tested, using localization performance of SunRISE as a test case. This work help sets requirements for future space based arrays, particularly the quality of GNSS signal needed on each spacecraft as well as correlator capabilities. It is found that there are several feasible hardware and software combinations available today that could constitute a space based array, and recommendations are provided on which combinations would be well suited for various correlation strategies.	[Hegedus, Alexander M.; Kasper, Justin C.] Univ Michigan, 500 S State St, Ann Arbor, MI 48109 USA; [Soriano, Melissa A.; Kurum, Andy] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Hegedus, AM (corresponding author), Univ Michigan, 500 S State St, Ann Arbor, MI 48109 USA.	alexhege@umich.edu; melissa.a.soriano@jpl.nasa.gov; Andy.Kurum@jpl.nasa.gov; jckasper@umich.edu			Jet Propulsion Laboratory's Strategic University Research Partnerships (SURP) program; National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	This work was funded through the Jet Propulsion Laboratory's Strategic University Research Partnerships (SURP) program. The authors would like to thank and acknowledge Nikta Amiri, Angela Dorsey, and Joseph Lazio for their input and helpful discussions.; The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.		13	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													9	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648203030					2020-09-09	
S	Heuchert, SP			IEEE	Heuchert, Susan Pasko			Keys to Subcontracting Space Hardware with JPL	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The Jet Propulsion Laboratory's (JPL), process of subcontracting space hardware and systems with suppliers varies somewhat from the industry-standard supply chain process. This paper is an overview of the technical and contract process of subcontracting hardware or software with JPL, a division of the California Institute of Technology (Caltech), in Pasadena, CA. The goal of this paper is to present and clarify the JPL way of subcontracting in order to help both potential and current suppliers understand the JPL technical and programmatic nuances and ease the process of contracting with JPL.	[Heuchert, Susan Pasko] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Heuchert, SP (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Susan.P.Heuchert@jpl.nasa.gov			National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	This authors work was performed at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.		0	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													8	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648204032					2020-09-09	
S	Hihn, J; Youmans, T; Lumnah, A; Saing, M; Huntington, E; Hooke, M; Johnson, J; Menzies, T			IEEE	Hihn, Jairus; Youmans, Tom; Lumnah, Alex; Saing, Michael; Huntington, Elinor; Hooke, Melissa; Johnson, James; Menzies, Tim			ASCoT, the NASA Analogy Software Cost Tool Suite: Expanding Our Estimation Horizons	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The NASA Analogy Software Costing Tool Suite (ASCoT) consists of a cluster-based analogy estimator for estimating software development effort, a K-Nearest Neighbors (KNN) analogy estimator for estimating effort and delivered lines of code, a simple regression-based cost estimating relationship (CER) model that estimates cost in dollars, and a probabilistic version of COCOMO II. In this paper we document the analogy algorithms as well as summarize the results of the performance of the KNN and the principle components (PCA) cluster analogy models. KNN performance is assessed by varying the number of inputs and number of neighbors. Four different clustering methods: K-means, Spectral Clustering, Hierarchical Clustering, and Principle Components Analysis (PCA), and their respective evaluation criterion are described in detail. The comparative performance of all four estimation models is assessed using magnitude of relative error (MRE) measurements.	[Hihn, Jairus; Youmans, Tom; Lumnah, Alex; Saing, Michael; Huntington, Elinor; Hooke, Melissa] CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA; [Johnson, James] NASA, Washington, DC 20546 USA; [Menzies, Tim] North Carolina State Univ, Raleigh, NC USA	Hihn, J (corresponding author), CALTECH, Jet Prop Lab, Pasadena, CA 91125 USA.				National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	(C) 2018. All rights reserved. The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.		14	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													25	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648204045					2020-09-09	
S	Hoffman, T; Grinblat, J; Grover, MR; Halsell, CA; Imken, T			IEEE	Hoffman, Tom; Grinblat, Jonathan; Grover, Myron R.; Halsell, Charles A.; Imken, Travis			InSight Mission: Early Operations	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The InSight Mission is planning for a November 26, 2018 landing on Mars. Over the subsequent several months, the Lander will deploy instruments to the Martian Surface and start the science mission. The science delivered from InSight will uncover the geophysical characteristics of Mars and use comparative planetary geophysical techniques to better understand the formation and evolution of Mars and thus by extension other terrestrial planets. The mission science uses several instrument and sensors, many of which are international contributions to gather the science data. This paper will describe the InSight mission and science objectives with a focus on the activities since the May 5, 2018 Launch including the InSight Mission Design, Navigation, and Cruise Phase Instrument check-out and the plans for the November Entry, Decent and Landing and Instrument Deployment Phases.	[Hoffman, Tom; Grinblat, Jonathan; Grover, Myron R.; Halsell, Charles A.; Imken, Travis] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Hoffman, T (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Tom.L.Hoffman@jpl.nasa.gov			NASA Science Mission DirectorateNational Aeronautics & Space Administration (NASA); NASA Planetary Missions Program Office; National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	The author would like to acknowledge the contributions of the entire InSight project team at JPL, LM, subcontractors, and supporting international institutions, as well as the support provided by the NASA Science Mission Directorate and the NASA Planetary Missions Program Office. Each of the InSight team members of these organizations have directly contributed to the progress of the InSight mission.; This research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.		15	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													11	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648201042					2020-09-09	
S	Hogstrom, K; Murphy, J; Zusack, S; Coffey, A; Borden, C; Didion, A; Landau, D; Nelessen, A; Vining, M; Miller, R			IEEE	Hogstrom, Kristina; Murphy, Jonathan; Zusack, Steven; Coffey, Andrew; Borden, Chester; Didion, Alan; Landau, Damon; Nelessen, Adam; Vining, Macon; Miller, Robert			From Cocktail Napkin to Concept Feasibility: Spacecraft Design in Early Formulation with TATER	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The Innovation Foundry at NASA's Jet Propulsion Laboratory (JPL) is developing a new tool for rapid design, tradespace evaluation, and feasibility assessment of planetary science mission concepts in the earliest stages of formulation. The Tool for Architectural Tradespace Exploration and Refinement, or "TATER", will encompass a broad set of analyses covering the driving factors needed to describe and compare concepts, from trajectories and technologies to cost and risk assessment and science value. At the core of TATER is a spacecraft design model suite, which allows a single user to design a self-consistent spacecraft with limited information. TATER estimates mass, power, and cost at the subsystem level, key design metrics that can be used to assess a concept's likelihood of meeting requirements. Thus, TATER provides users with a quantified basis for comparing design options early in the concept maturity timeline, so that the most promising options can be identified and selected for further development. Built on a framework of intertwined analyses, TATER incorporates both analytical relationships and empirical scaling models. The data sources behind the empirical models include historical actuals, proposals, and established rules-of-thumb. Originally constructed in Phoenix ModelCenter, TATER now utilizes the JPL Integrated Modeling Environment (IME), a web-based software architecture developed in-house for JPL's concurrent engineering teams. This paper describes the TATER data structure and analyses in detail, including the required inputs and expected outputs from the spacecraft design model. Additionally, the results of verification and validation activities are presented, comparing the output of TATER to that of higher-fidelity design models. These results have revealed some areas to be improved, but demonstrate that TATER is ready for pilot use in early formulation studies for preliminary feasibility checks.	[Hogstrom, Kristina; Murphy, Jonathan; Zusack, Steven; Coffey, Andrew; Borden, Chester; Didion, Alan; Landau, Damon; Nelessen, Adam; Vining, Macon; Miller, Robert] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Hogstrom, K (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	kristina.hogstrom@jpl.nasa.gov; jonathan.murphy@jpl.nasa.gov; steven.zusack@jpl.nasa.gov; andrew.s.coffey@jpl.nasa.gov; chester.s.borden@jpl.nasa.gov; alan.m.didion@jpl.nasa.gov; damon.landau@jpl.nasa.gov; adam.p.nelessen@jpl.nasa.gov; macon.vining@jpl.nasa.gov; robert.w.miller@jpl.nasa.gov			National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA)	This research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration.; (C) 2018 California Institute of Technology. Government sponsorship acknowledged.		8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													18	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648202041					2020-09-09	
S	Imken, T; Peral, E; Statham, S; Joshi, S; Tanelli, S; Sauder, J; William, A; Shaffer, C			IEEE	Imken, Travis; Peral, Eva; Statham, Shannon; Joshi, Shivani; Tanelli, Simone; Sauder, Jonathan; William, Austin; Shaffer, Chris			Project Implementation and Lessons Learned from the RainCube Mission	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				RainCube (Radar in a CubeSat) is a technology demonstration mission to enable Ka-band precipitation radar technologies on a low-cost, quick-turnaround platform. The 6U CubeSat is currently in orbit and features a radar payload built by the Jet Propulsion Laboratory (JPL) and a spacecraft bus and operations provided by Tyvak Nano-Satellite Systems. Following the deployment of the half-meter parabolic antenna, the radar first observed precipitation over Mexico a month later. The mission has met its technology demonstration requirements and continues to collect precipitation data. This paper discusses the project engineering processes through formulation, implementation, and flight operations and concludes with lessons learned and future concepts.	[Imken, Travis; Peral, Eva; Statham, Shannon; Joshi, Shivani; Tanelli, Simone; Sauder, Jonathan] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [William, Austin; Shaffer, Chris] Tyvak Nanosatellite Syst Inc, 15330 Barranca Pkwy, Irvine, CA 92618 USA	Imken, T (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Travisimken@jpl.nasa.gov; Eva.Peral@jpl.nasa.gov; Shannon.Statham@jpl.nasa.gov; Shivani.S.Joshi@jpl.nasa.gov; Simone.Tanelli@jpl.nasa.gov; Jonathan.Sauder@jpl.nasa.gov; austin@tyvak.com; chris.shaffer@tyvak.com			NASANational Aeronautics & Space Administration (NASA)	This work has been carried out at the Jet Propulsion Laboratory, California Institute of Technology, under contract to NASA. Government sponsorship acknowledged. Reference herein to any specific commercial product, process, or service by trade name, trademark, manufacturer, or otherwise, does not constitute or imply its endorsement by the United States Government or the Jet Propulsion Laboratory, California Institute of Technology.		5	0	0	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													10	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648203067					2020-09-09	
S	Jens, ET; Karp, AC; Rabinovitch, J; Nakazono, B			IEEE	Jens, Elizabeth T.; Karp, Ashley C.; Rabinovitch, Jason; Nakazono, Barry			Hybrid Propulsion System Enabling Orbit Insertion Delta-Vs within a 12 U Spacecraft	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				This paper describes the design and development status of a hybrid CubeSat propulsion system. This system is designed to be packaged within a 12 U envelope and deliver approximately 800 m/s Delta V to a 25 kg spacecraft. The hybrid motor uses green propellants, specifically gaseous oxygen as the oxidizer and solid Poly(Methyl MethAcrylate) (PMMA), also known as acrylic, as the fuel. This propellant combination is separated by phase and is non-toxic and non-hypergolic, making the design well suited for use within a secondary payload where safety is paramount. The hybrid motor has high performance with an I-sp of approximately 300 s and is able to be re-ignited, enabling numerous maneuvers to be conducted. The system also provides thrust vector control during main motor operation and attitude control for reaction wheel un-loading during the science mission phase. A dedicated test program has been conducted at the Jet Propulsion Laboratory over the past three years to progress this design towards flight and verify the design assumptions. This paper will summarize the results of this test program and the demonstrated performance of the motor. A path to progress this system towards flight shall also be discussed.	[Jens, Elizabeth T.; Karp, Ashley C.; Rabinovitch, Jason; Nakazono, Barry] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Jens, ET (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Elizabeth.Jens@jpl.nasa.gov; Ashley.C.Karp@jpl.nasa.gov; Jason.Rabinovitch@jpl.nasa.gov; barry.nakazono@jpl.nasa.gov			National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA); Jet Propulsion LaboratoryNational Aeronautics & Space Administration (NASA)	This research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration. The authors would like to thank the Jet Propulsion Laboratory for funding this research through its internal Research and Technology Development program. The authors would also like to acknowledge the contributions of the test team, namely, Kyle Willliams, Lawrence Harma, Richard Quintana, Chris Ledesma, Tom Reynoso, James Lewis, Alex Luna, and William Gavid, for supporting the hot-fire tests presented here.		18	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													7	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648203045					2020-09-09	
S	Johnson, WR; Hook, SJ; Schmitigal, WP; Gullioud, R; Logan, TL; Lum, KT			IEEE	Johnson, William R.; Hook, Simon J.; Schmitigal, Wes P.; Gullioud, Renaud; Logan, Thomas L.; Lum, Karen T.			ECOSTRESS End-to-End Radiometric Validation	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The ECOsystem Spaceborne Thermal Radiometer Experiment on Space Station (ECOSTRESS) will measure the brightness temperature (BT) of plants from the space station. This information will be used to generate products such as evapotranspiration (ET) over an effective diurnal cycle to better understand how much water plants need and how they respond to stresses (i.e. lack of water, sun, nutrients). The imaging radiometer on board the ECOSTRESS payload provides five thermal infrared (TIR) spectral bands with approximately 70 m pixels and a nearly 400km swath. It incorporates many new technologies such as a high-speed Mercury Cadmium Telluride (MCT) focal plane array (FPA), black silicon calibration targets, and a thermal suppression filter allowing shortwave infrared (SWIR) bandpass. This radiometer has two on-board blackbodies to maintain calibration every sweep of the scan mirror (1.29 s). The system has undergone an end-to-end test in a thermal-vacuum (TVAC) chamber showing excellent pre-flight radiometric results. This performance is in part enabled by newly developed, high-speed, low noise, readout electronics. The readout electronics converts all 32-analog channels to digital for downstream on board processing and downlink. Noise equivalent delta temperature (NE Delta T) measurements and BT retrievals are well within requirements. The optical modulation transfer function (OMTF) is also within specification. The instrument was launched on SpaceX CRS-15 along with the Latching End Effector for Canadaarm2 as well as three Biarri-Squad cubesats. ECOSTRESS passed In-Orbit Checkout (IOC). This is where all systems as well as science/calibration data are checked and verified to be operational. The payload is currently in Phase E operations. ECOSTRESS uses a local WiFi that sends data from the payload to the ISS. Data packets are then downlinked to the Huntsville Operations Support Center (HOSC) and subsequently archived in the science data system (SDS) servers. A series of calibration targets (Lake Tahoe and the Salton Sea) have been utilized to verify the top of atmosphere radiometric integrity of the science data. Other geometrical targets such as the crop fields of California and a few large bridges around CONUS have been used to verify the geolocation accuracy when compared with previous data from (Visible Infrared Imaging Radiometer Suite) VIIRS and ASTER.	[Johnson, William R.; Hook, Simon J.; Schmitigal, Wes P.; Gullioud, Renaud; Logan, Thomas L.; Lum, Karen T.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Johnson, WR (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	William.R.Johnson@jpl.nasa.gov	Hook, Simon J/D-5920-2016	Hook, Simon J/0000-0002-0953-6165	U.S. Government	The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration, Copyright 2018 California Institute of Technology. U.S. Government sponsorship acknowledged.		6	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													8	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648200072					2020-09-09	
S	Jones, DL; Romney, JD; Folkner, WM; Park, RS; Jacobs, CS; Dhawan, V			IEEE	Jones, Dayton L.; Romney, Jonathan D.; Folkner, William M.; Park, Ryan S.; Jacobs, Christopher S.; Dhawan, Vivek			The First Two Years of Juno Spacecraft Astrometry with the Very Long Baseline Array	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				The Very Long Baseline Array (VLBA) is a ten antenna radio interferometer with baseline lengths up to 8000 km. It can provide astrometric measurements of spacecraft orbiting planets and other objects in our solar system with subnrad precision (5 nrad = 1 milli-arcsec). These measurements can be used to create a time series of positions for solar system objects in the inertial International Celestial Reference Frame, which in turn can be combined with other data to refine the planetary ephemeris. An accurate solar system ephemeris is critical for interplanetary spacecraft navigation, dynamical studies and tests of gravitational theories, the analysis of pulsar timing observations, predictions of transits, eclipses, and occultations, and other applications. We are using VLBA observations of the Juno spacecraft in orbit about Jupiter to provide accurate positions for the Jupiter system barycenter for the ephemeris development group at the Jet Propulsion Laboratory, using observing and data reduction techniques developed for similar observations of the Cassini spacecraft while it orbited Saturn from 2004 until 2017. The VLBA observations of Cassini helped to improve the accuracy of Saturn's orbit by nearly an order of magnitude, and we expect that our observations of Juno will produce a similar improvement in our knowledge of Jupiter's orbit. Astrometric positions are particularly useful in constraining the orientation (inclination and longitude of ascending node) of an orbit, while range measurements are most useful in constraining the semi-major axis and ellipticity. Juno's orbit around Jupiter has a longer period than initially planned due to a concern about the spacecraft main engine. The resulting extended mission duration will improve our constraints on Jupiter's orbit inclination beyond that originally expected. Our VLBA observations of Juno are scheduled during approximately every third or fourth perijove pass. During these times the Juno spacecraft is continuously tracked by the Deep Space Network and the most precise solutions for the orbit of Juno about Jupiter are available. A good spacecraft orbit solution is needed to transfer our spacecraft sky positions to planet system barycenter positions. VLBA astrometry of planetary spacecraft has previously been applied to Mars orbiting space-craft, and will also be used during the OSIRISREx mission to improve the accuracy of the orbit of the potentially hazardous asteroid Bennu.	[Jones, Dayton L.] Space Sci Inst, 4750 Walnut St,Suite 205, Boulder, CO 80301 USA; [Romney, Jonathan D.] Long Baseline Observ, 1003 Lopezville Rd, Socorro, NM 87801 USA; [Folkner, William M.; Park, Ryan S.; Jacobs, Christopher S.] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA; [Dhawan, Vivek] Natl Radio Astron Observ, 1003 Lopezville Rd, Socorro, NM 87801 USA	Jones, DL (corresponding author), Space Sci Inst, 4750 Walnut St,Suite 205, Boulder, CO 80301 USA.	djones@spacescience.org; jromney@lbo.us; william.m.folkner@jpl.nasa.gov; vdhawan@aoc.nrao.edu			NASA Planetary Astronomy programNational Aeronautics & Space Administration (NASA); NASANational Aeronautics & Space Administration (NASA)	This work has been partially supported by a grant from the NASA Planetary Astronomy program to the Space Science Institute, Boulder, CO. Part of this work has been carried out at the Jet Propulsion Laboratory, California Institute of Technology, under contract with NASA. The Long Baseline Observatory is a facility of the National Science Foundation operated under cooperative agreement by Associated Universities, Inc. This work has made use of the Swinburne University of Technology software correlator [17], developed as part of the Australian Major National Research Facilities Program and operated under license. We thank the staff at NRAO and the LBO for their excellent support of our VLBA observations, and E. Fomalont for critical help during the early stages of this project.		13	1	1	1	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													6	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648203054					2020-09-09	
S	Jongeling, A; Navarro, R			IEEE	Jongeling, Andre; Navarro, Robert			A Common Platform for DSN Receiver Development	2019 IEEE AEROSPACE CONFERENCE	IEEE Aerospace Conference Proceedings		English	Proceedings Paper	IEEE Aerospace Conference	MAR 02-09, 2019	Big Sky, MT	IEEE				NASA's Deep Space Network is currently updating a number of sub systems within the Signal Processing Centers at its Deep Space Communication Complexes in order to modernize aging equipment in the downlink receivers for telemetry, tracking, radio science, and radio astronomy. To reduce development costs and increase commonality among these traditionally custom-built receivers, the implementation team has developed a flexible architecture built primarily around commercial off-the-shelf hardware compliant with the Micro Telecommunications Computing Architecture (uTCA) specification and commercial high speed 10Gbit Ethernet switches. Custom firmware and software are being developed to perform the required signal processing functions needed to replace the legacy systems in a phased implementation approach which establishes a new digital Intermediate Frequency (IF) signal distribution system first, followed by implementations of various receiver functions as dictated by need. The first of these new receivers, the Open Loop Receiver, will come online in the Fall of 2018. A description of the new architecture, referred to as the "Common Platform", will be provided followed by an overview of the phased implementation approach and initial OLR performance results.	[Jongeling, Andre; Navarro, Robert] CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA	Jongeling, A (corresponding author), CALTECH, Jet Prop Lab, 4800 Oak Grove Dr, Pasadena, CA 91109 USA.	Andre.Jongeling@jpl.nasa.gov; Robert.Navarro@jpl.nasa.gov			National Aeronautics and Space AdministrationNational Aeronautics & Space Administration (NASA); DSN Project Office; NASANational Aeronautics & Space Administration (NASA)	The research was carried out at the Jet Propulsion Laboratory, California Institute of Technology, under a contract with the National Aeronautics and Space Administration. The authors thank the DSN Project Office and NASA for supporting this development effort. Also, they would like to express their gratitude to all of the members of the Common Platform development and test teams both at the Jet Propulsion Laboratory and Peraton. And finally, to the engineers and management of Vadatech who have been generous in their time in helping to adapt and configure their hardware to meet the demands of the Common Platform system.		2	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1095-323X		978-1-5386-6854-2	AEROSP CONF PROC			2019													8	Engineering, Aerospace	Engineering	BN4AI	WOS:000481648202069					2020-09-09	
